Property_ID,Included_SPF_analysis,Excluded_SPF_analysis_reason,Whole_dataset_start,Whole_dataset_end,Whole_dataset_duration_days,Cleansed_dataset_start,Cleansed_dataset_end,Cleansed_dataset_duration_days,Selected_window_start,Selected_window_end,Max_quality_score_selected_window,Mean_quality_score_selected_window,SPFH2_selected_window,SPFH3_selected_window,SPFH4_selected_window,Whole_System_Energy_Consumed_selected_window,HP_Energy_Output_selected_window,IH_Energy_Consumed_selected_window,BUH_Energy_Consumed_selected_window,CP_Energy_Consumed_selected_window,Boiler_Energy_Output_selected_window,Difference_SPFH2_SCOP,Proportional_difference_SPFH2_SCOP,Ratio_SPFH2_SCOP,Mean_annual_SH_flow_temp_selected_window,Mean_annual_HW_flow_temp_selected_window,Mean_annual_Return_temp_selected_window,Winter_mean_SH_flow_temp_selected_window,Winter_mean_return_temp_selected_window,Max_SH_flow_temp_selected_window,Flow_>65C_flag_selected_window,Proportion_flow_>65C_selected_window,Temp_cleaning_outcome,SW_proportion_complete_Whole_System_Energy_Consumed,SW_proportion_complete_HP_Energy_Output,SW_proportion_complete_IH_Energy_Consumed,SW_proportion_complete_BUH_Energy_Consumed,SW_proportion_complete_CP_Energy_Consumed,SW_proportion_complete_Boiler_Energy_Output,Acceptable_windows_count,Acceptable_windows_SPFH2_mean,Acceptable_windows_SPFH2_std,Acceptable_windows_SPFH2_median,Acceptable_windows_SPFH3_mean,Acceptable_windows_SPFH3_std,Acceptable_windows_SPFH3_median,Acceptable_windows_SPFH4_mean,Acceptable_windows_SPFH4_std,Acceptable_windows_SPFH4_median,Included_coldest_day_analysis,Coldest_day_start,Coldest_day_COPH4,Coldest_day_External_Air_Temp_mean,Coldest_day_External_Air_Temp_max,Coldest_day_External_Air_Temp_min,Coldest_day_Internal_Air_Temp_mean,Coldest_day_Internal_Air_Temp_max,Coldest_day_Internal_Air_Temp_min,Coldest_day_Whole_System_Energy_Consumed,Coldest_day_HP_Energy_Output,Coldest_day_IH_Energy_Consumed,Coldest_day_BUH_Energy_Consumed,Coldest_day_CP_Energy_Consumed,Coldest_day_Boiler_Energy_Output,CD_proportion_complete_Whole_System_Energy_Consumed,CD_proportion_complete_HP_Energy_Output,CD_proportion_complete_IH_Energy_Consumed,CD_proportion_complete_BUH_Energy_Consumed,CD_proportion_complete_CP_Energy_Consumed,CD_proportion_complete_Boiler_Energy_Output
EOH1416,TRUE,,02/12/2020 15:50,15/07/2022 10:16,589.77,16/04/2021 00:00,15/07/2022 10:14,455.43,24/05/2021,24/05/2022,3,0.169,3.116,3.116,3.082,5222.7,16095.1,0,0,56.73,598.85,,,,42.01,42.01,37.72,41.15,36.62,77.88,TRUE,0.02075,cleaned,0.993,0.993,,,0.993,0.78,31,3.115,0.001,3.115,3.115,0.001,3.115,3.081,0.001,3.081,FALSE,17/04/2021 00:00,3.069,0.07,0.14,-0.01,,,,22.23,68.24,0,0,0.23,,0.992,0.992,,,0.992,
EOH1423,FALSE,Quality score outside threshold,26/03/2021 15:46,14/09/2023 19:50,902.17,26/03/2021 15:48,14/09/2023 19:48,902.17,16/10/2021,16/10/2022,4,2.332,2.806,2.806,2.56,2572.16,6583.69,0,0,226.11,7676.76,,,,34.55,34.55,31.72,35.08,32.37,56.49,FALSE,0,cleaned,0.223,0.222,,,0.223,0.219,13,2.834,0.035,2.806,2.834,0.035,2.806,2.566,0.014,2.56,FALSE,08/03/2023 00:00,1.269,-1.89,2.66,-6.82,15.99,17.79,15.04,5.88,7.46,0,0,1.29,80.81,1,1,,,1,1
EOH1426,TRUE,,10/04/2021 09:42,28/09/2023 23:58,901.59,10/04/2021 09:44,28/09/2023 23:56,901.59,10/05/2021,10/05/2022,1,0,3.429,3.429,3.183,5791.53,18433.96,0,0,415.94,,-0.541,-13.62,1.16,35.7,38.57,33.25,36.99,34.21,61.54,FALSE,0,cleaned,0.999,0.999,0.999,,0.999,,532,3.363,0.066,3.39,3.363,0.066,3.39,3.142,0.039,3.162,TRUE,13/12/2022 00:00,2.677,-6.42,-2.6,-8.37,18.8,19.42,18.09,53.82,144.11,0,0,2.11,,1,1,1,,1,
EOH1446,TRUE,,12/05/2021 11:24,17/07/2023 06:24,795.79,12/05/2021 11:26,17/07/2023 06:22,795.79,24/05/2021,24/05/2022,3,0.287,4.135,4.135,4.003,3854.94,15432.56,0,0,122.56,,0.505,13.91,0.88,36.52,38.48,34.06,38.45,35.66,76.96,TRUE,0.00025,cleaned,0.904,0.904,,,0.904,,294,4.02,0.126,4.129,4.02,0.126,4.129,3.911,0.106,4.001,TRUE,08/03/2023 00:00,2.938,-1.65,2.71,-7.5,19.66,20.23,18.41,38.79,113.94,0,0,0.49,,1,1,,,1,
EOH1457,FALSE,Less than 1yr data available,29/04/2021 12:20,28/04/2022 23:58,364.48,29/04/2021 12:22,28/04/2022 23:56,364.48,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,28/11/2021 00:00,2.726,0.35,3.2,-2.78,18.26,19.68,17,30.68,83.64,0,0,0.48,,1,1,,,1,
EOH1459,TRUE,,23/06/2021 17:56,29/09/2023 00:00,827.25,12/10/2021 00:00,28/09/2023 23:58,717,05/11/2021,05/11/2022,2,0.054,2.459,2.42,2.42,3796.74,9084.4,102.93,0,0,,-0.961,-28.09,1.39,38.13,39.52,35.74,40.29,37.54,59.44,FALSE,0,cleaned,0.971,0.971,0.971,,0.971,,303,2.647,0.14,2.68,2.59,0.132,2.611,2.59,0.132,2.611,TRUE,15/12/2022 00:00,2.169,-4.29,-1.02,-8.73,16.02,16.61,15.72,29.58,63.68,0.47,0,0,,1,1,1,,1,
EOH1471,TRUE,,06/09/2021 13:46,12/09/2023 11:28,735.9,07/09/2021 00:00,12/09/2023 11:26,735.48,06/08/2022,06/08/2023,1,0,3.31,3.31,3.275,5921.15,19389.91,0,0,62.93,,-0.46,-12.21,1.14,45.98,46,41.69,49.15,44.57,75.45,TRUE,0.00059,cleaned,0.999,0.999,,,0.999,,370,3.196,0.208,3.292,3.196,0.208,3.292,3.158,0.207,3.251,TRUE,13/12/2022 00:00,2.7,-5.52,-2.97,-7.94,22.03,23.29,20.28,50.68,136.85,0,0,0.36,,1,1,,,1,
EOH1472,TRUE,,06/04/2021 13:30,29/09/2023 00:00,905.44,06/04/2021 13:30,28/09/2023 23:58,905.44,29/05/2022,29/05/2023,3.3,0.56,2.315,2.252,2.252,4123.37,9089.6,196.51,0,0,,-1.245,-34.98,1.54,47.95,47.99,44.89,47.81,44.69,56.86,FALSE,0,cleaned,1,0.999,0.999,,1,,533,2.253,0.093,2.298,2.199,0.084,2.24,2.199,0.084,2.24,TRUE,15/12/2022 00:00,2.181,-3.75,-0.11,-6.6,16.06,16.5,15.62,29.08,61.91,1.51,0,0,,1,1,1,,1,
EOH1478,FALSE,Less than 1yr data available,21/04/2021 09:36,31/03/2022 23:58,344.6,21/04/2021 09:36,31/03/2022 23:56,344.6,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,14/01/2022 00:00,3.203,0.31,8.8,-3.6,17.36,19.01,16.31,21.01,67.3,0,0,0.69,,1,1,1,,1,
EOH1481,FALSE,Quality score outside threshold,14/02/2022 11:28,19/09/2023 11:54,582.02,14/02/2022 11:28,19/09/2023 11:52,582.02,18/09/2022,18/09/2023,4,2.323,2.47,2.47,2.121,875.95,1857.85,0,0,123.69,4116.37,,,,28,28,25.73,27.97,26.22,53.64,FALSE,0,sensor swaps not checked,0.552,0.552,,,0.552,0.542,2,2.469,0.001,2.469,2.469,0.001,2.469,2.12,0.001,2.12,FALSE,13/12/2022 00:00,0.035,-5.52,-2.97,-7.94,13.1,14.35,11.35,3.31,0.12,0,0,1.46,64.63,1,1,,,1,1
EOH1484,TRUE,,14/04/2021 17:52,28/09/2023 23:58,897.25,14/04/2021 17:54,28/09/2023 23:56,897.25,20/05/2021,20/05/2022,3,0.397,2.972,2.972,2.858,6818.11,19486.75,0,0,261.58,,-1.158,-28.04,1.39,41.42,41.44,37.47,41.53,37.89,72.06,TRUE,0.00082,cleaned,0.849,0.848,,,0.849,,99,2.906,0.093,2.946,2.906,0.093,2.946,2.808,0.07,2.835,TRUE,13/12/2022 00:00,2.758,-5.52,-2.97,-7.94,16.42,16.73,16.07,48.72,134.36,0,0,1.68,,1,1,,,1,
EOH1485,FALSE,Less than 1yr usable data,06/11/2020 10:20,29/09/2023 00:00,1056.57,06/11/2020 10:20,28/09/2023 23:58,1056.57,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,13/12/2022 00:00,3.005,-6.42,-2.6,-8.37,20.21,20.87,18.93,37.84,113.69,0,0,0.46,,1,1,,,1,
EOH1498,TRUE,,13/05/2021 15:12,19/09/2023 18:48,859.15,13/05/2021 15:16,19/09/2023 18:46,859.15,21/05/2021,21/05/2022,3.3,0.551,3.266,3.266,2.96,1722.11,5097.58,0,0,161.17,5097.58,,,,36.83,36.83,33.24,39.59,36.45,58.93,FALSE,0,cleaned,0.999,1,,,1,1,489,3.21,0.05,3.225,3.21,0.05,3.225,2.874,0.053,2.858,FALSE,13/12/2022 00:00,0.693,-5.52,-2.97,-7.94,18.03,19.44,15.92,3.44,2.39,0,0,1.47,2.39,1,1,,,1,1
EOH1502,TRUE,,08/06/2021 15:18,29/09/2023 00:00,842.36,13/06/2021 00:00,28/09/2023 23:58,838,25/08/2022,25/08/2023,1,0,2.78,2.78,2.73,5006.74,13667.48,0,0,90.8,,-0.87,-23.83,1.31,38.9,43.24,35.37,42.9,39.25,71.72,TRUE,0.00002,cleaned,0.999,0.999,,,0.999,,470,2.855,0.125,2.799,2.855,0.125,2.799,2.805,0.123,2.752,TRUE,12/12/2022 00:00,2.303,-3.87,-0.32,-5.95,19.47,20.33,18.59,39.78,91.64,0,0,0.48,,1,1,,,1,
EOH1512,TRUE,,05/03/2021 15:48,10/09/2023 18:16,919.1,06/03/2021 00:00,10/09/2023 18:14,918.76,29/08/2021,29/08/2022,3.3,0.554,2.13,2.13,1.985,1402.26,2782.79,0,0,95.58,2786.05,-0.83,-28.05,1.39,38.24,38.24,33.9,38.4,34.35,53.25,FALSE,0,cleaned,0.978,0.978,,,0.978,0.909,187,2.144,0.017,2.136,2.144,0.017,2.136,1.998,0.016,1.99,FALSE,13/12/2022 00:00,0.048,-5.52,-2.97,-7.94,,,,3.27,0.16,0,0,1.44,45.3,1,1,,,1,1
EOH1521,TRUE,,29/06/2021 11:14,14/09/2023 23:58,807.53,29/06/2021 11:16,14/09/2023 23:56,807.53,09/09/2022,09/09/2023,1,0.001,2.999,2.922,2.768,2960.31,8086.32,107.31,0,156.22,,-0.461,-13.34,1.15,39.06,41.42,35.84,39.44,36.76,56.24,FALSE,0,cleaned,0.999,0.999,0.999,,0.999,,442,2.943,0.048,2.947,2.878,0.035,2.88,2.733,0.027,2.732,TRUE,13/12/2022 00:00,2.062,-5.52,-2.97,-7.94,18.17,18.38,17.86,32.89,65.06,2.74,0,1.12,,1,1,1,,1,
EOH1530,TRUE,,29/07/2021 16:32,28/09/2023 23:58,791.31,29/07/2021 16:34,28/09/2023 23:56,791.31,05/08/2022,05/08/2023,1,0,3.574,3.554,3.474,3659.21,12683.02,27.53,0,83.11,,-0.396,-9.97,1.11,36.08,38.85,32.28,37.57,33.32,62.51,FALSE,0,cleaned,0.999,0.999,0.999,,0.999,,423,3.387,0.203,3.511,3.368,0.204,3.491,3.29,0.199,3.406,TRUE,12/12/2022 00:00,3.018,-3.87,-0.32,-5.95,18.67,20.03,16.73,34.02,102.69,0,0,0.73,,1,1,1,,1,
EOH1543,FALSE,SPF outside threshold,23/07/2021 07:24,29/09/2023 00:00,797.69,30/11/2021 13:44,28/09/2023 23:58,667.43,01/08/2022,01/08/2023,3.3,1.102,7.065,6.874,6.874,1731.16,11845.3,54.47,0,0,,,,,46.64,47.12,41.13,47.62,42.36,61.03,FALSE,0,cleaned,0.995,0.995,0.995,,0.995,,280,8.623,2.074,7.657,8.199,1.641,7.455,8.114,1.507,7.445,FALSE,13/12/2022 00:00,0.823,-5.52,-2.97,-7.94,12.99,13.57,12.49,2.28,1.88,0,0,0,,1,1,1,,1,
EOH1544,TRUE,,04/08/2021 16:30,29/09/2023 00:00,785.31,04/08/2021 16:32,28/09/2023 23:58,785.31,08/08/2021,08/08/2022,3.1,0.071,2.954,2.954,2.829,7612.04,21535.23,0,0,321.1,,-0.966,-24.65,1.33,46.65,47.3,42.75,51.1,46.56,74.83,TRUE,0.01441,cleaned,0.951,0.95,,,0.951,,257,2.933,0.011,2.929,2.933,0.011,2.929,2.832,0.011,2.834,TRUE,17/01/2023 00:00,2.232,-3.07,0.63,-8.32,19.46,20.9,17.32,58.68,131,0,0,1.18,,1,1,,,1,
EOH1557,TRUE,,26/11/2021 10:28,03/09/2023 23:28,646.54,26/11/2021 10:30,03/09/2023 23:26,646.54,22/07/2022,22/07/2023,1,0,2.128,2.128,2.074,7602.8,15771.51,0,0,192.6,,-1.782,-45.57,1.84,46.43,46.75,42.52,45.83,41.68,59.04,FALSE,0,cleaned,0.999,0.999,,,0.999,,169,2.206,0.132,2.134,2.206,0.132,2.134,2.149,0.128,2.08,TRUE,13/12/2022 00:00,1.887,-5.52,-2.97,-7.94,14.4,15.45,12.49,21.24,40.08,0,0,0.3,,1,1,,,1,
EOH1562,TRUE,,26/08/2021 09:02,29/09/2023 00:00,763.62,26/08/2021 09:04,28/09/2023 23:58,763.62,03/11/2021,03/11/2022,2,0.002,3.622,3.553,3.427,3489.53,11872.03,88.21,0,123.54,,-0.188,-4.94,1.05,34.29,35.94,30.5,35.31,31.15,61.38,FALSE,0,cleaned,0.998,0.998,0.998,,0.998,,354,3.593,0.023,3.585,3.557,0.014,3.561,3.428,0.013,3.428,TRUE,13/12/2022 00:00,2.527,-6.42,-2.6,-8.37,16.37,17.23,15.58,47.58,120.24,0,0,0.89,,1,1,1,,1,
EOH1566,TRUE,,13/05/2021 17:22,25/09/2023 15:40,864.93,13/05/2021 17:26,25/09/2023 15:38,864.93,13/09/2022,13/09/2023,3.3,0.288,2.691,2.691,2.374,1016.11,2411.88,0,0,119.83,7567.82,,,,42.74,42.74,39.07,44.03,40.82,57.04,FALSE,0,cleaned,0.999,0.999,,,0.999,0.978,414,2.8,0.093,2.789,2.8,0.093,2.789,2.542,0.152,2.511,FALSE,13/12/2022 00:00,0.029,-5.52,-2.97,-7.94,18.38,20.17,15.51,1.71,0.05,0,0,1.5,110.07,1,1,,,1,1
EOH1570,TRUE,,13/01/2021 13:40,16/12/2022 13:12,701.98,13/01/2021 13:40,16/12/2022 13:12,701.98,30/06/2021,30/06/2022,3.1,0.011,2.391,2.391,2.391,839.64,2007.47,0,0,0,5444.59,-0.679,-22.12,1.28,40.07,40.07,34.94,40.56,36.23,74.87,TRUE,0.00807,cleaned,0.997,0.997,,,0.997,0.958,300,2.35,0.073,2.379,2.35,0.073,2.379,2.35,0.073,2.379,FALSE,13/12/2022 00:00,0.004,-5.52,-2.97,-7.94,19.81,20.87,18.62,1.81,0.01,0,0,0,76.59,1,1,,,1,1
EOH1576,TRUE,,13/08/2021 11:04,27/07/2023 09:36,712.94,13/08/2021 11:06,27/07/2023 09:34,712.94,06/03/2022,06/03/2023,3,0.296,2.759,2.759,2.736,2727.89,7463.62,0,0,22.33,,-1.011,-26.83,1.37,35.47,37.56,32.17,36.61,33.44,71.47,FALSE,0,cleaned,0.893,0.893,,,0.893,,90,2.798,0.086,2.783,2.798,0.086,2.783,2.774,0.084,2.76,TRUE,21/01/2023 00:00,2.453,-2.86,-0.67,-6.09,,,,27.25,66.83,0,0,0.21,,1,1,,,1,
EOH1578,FALSE,Less than 1yr usable data,02/11/2021 10:42,12/08/2023 00:00,647.55,02/11/2021 10:42,11/08/2023 23:58,647.55,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,13/12/2022 00:00,2.32,-5.52,-2.97,-7.94,18.91,21.03,16.91,38.51,89.34,0,0,0.72,,1,1,1,,1,
EOH1585,TRUE,,06/10/2021 13:00,08/06/2023 09:56,609.87,06/10/2021 13:00,08/06/2023 09:56,609.87,05/06/2022,05/06/2023,3,0.538,3.322,3.228,3.157,1303.13,4062.82,51.32,0,28.72,,,,,43.61,44.63,39.16,42.69,38,57.61,FALSE,0,cleaned,0.82,0.82,0.82,,0.82,,201,3.337,0.03,3.323,3.215,0.027,3.216,3.135,0.033,3.145,FALSE,13/12/2022 00:00,3.484,-5.52,-2.97,-7.94,21.22,21.8,19.98,8.89,29.93,1.06,0,0.18,,1,1,1,,1,
EOH1588,FALSE,Less than 1yr data available,18/03/2021 14:40,15/03/2022 23:58,362.39,18/03/2021 14:42,15/03/2022 23:56,362.38,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,FALSE,17/04/2021 00:00,3.297,0.07,0.14,-0.01,18.58,18.58,18.58,17.54,57.84,0,0,0,,1,1,,,1,
EOH1590,FALSE,Quality score outside threshold,22/04/2021 12:52,30/05/2023 14:00,768.05,22/04/2021 12:54,30/05/2023 13:58,768.04,06/08/2021,06/08/2022,4,0.643,2.517,2.457,2.387,2429.86,5706.89,93.15,0,69.35,,,,,30.13,30.13,43.82,,,50.17,FALSE,0,cleaned,0.992,0.143,0.992,,0.992,,52,2.517,0.002,2.517,2.458,0.002,2.458,2.388,0.002,2.388,TRUE,13/12/2022 00:00,1.955,-1.35,1.62,-4.46,20.38,21.47,19.2,23.02,45.02,0,0,0.7,,1,1,1,,1,
EOH1602,TRUE,,27/11/2020 12:02,25/05/2023 16:30,909.19,27/11/2020 12:04,25/05/2023 16:28,909.18,09/12/2020,09/12/2021,2,0.001,2.633,2.622,2.622,5055.77,13219.77,34.69,0,0.8,,-1.287,-32.82,1.49,43.29,43.29,41.03,41.68,39.78,64.12,FALSE,0,cleaned,0.999,0.999,0.999,,0.999,,534,2.732,0.087,2.766,2.73,0.087,2.763,2.682,0.085,2.709,TRUE,13/12/2022 00:00,1.629,-7.92,-2.77,-11.6,19.44,20.93,18.37,56.54,92.13,0,0,1.03,,1,1,1,,1,
EOH1607,TRUE,,19/10/2021 09:34,28/09/2023 23:58,709.6,19/10/2021 09:36,28/09/2023 23:56,709.6,19/07/2022,19/07/2023,1,0.028,2.513,2.455,2.427,3134.6,7487.65,119.04,0,36.39,,-1.297,-34.03,1.52,39.25,40.04,36.93,40.66,38.14,61.63,FALSE,0,cleaned,0.971,0.971,0.971,,0.971,,101,2.522,0.036,2.514,2.464,0.034,2.456,2.435,0.033,2.428,TRUE,13/12/2022 00:00,1.892,-7.11,-2.58,-12.15,17.98,20.51,15.68,32.71,61.9,0,0,0.27,,1,1,1,,1,
EOH1614,TRUE,,02/02/2021 16:38,29/09/2023 00:00,968.31,02/02/2021 16:40,28/09/2023 23:58,968.3,19/03/2021,19/03/2022,0,0,3.144,3.068,2.765,3008.61,8221.94,96.93,0,296.79,,-0.666,-17.47,1.21,36.44,38.9,34.37,37.37,35.31,59.86,FALSE,0,cleaned,0.999,0.999,0.999,,0.999,,600,2.926,0.217,3.038,2.854,0.214,2.962,2.574,0.199,2.682,TRUE,13/12/2022 00:00,1.773,-6.42,-2.6,-8.37,16.13,20.18,6.25,30.57,54.16,0.05,0,1.82,,1,1,1,,1,
EOH1619,TRUE,,06/09/2021 10:24,22/09/2023 10:58,746.02,07/09/2021 00:00,22/09/2023 10:56,745.46,11/09/2022,11/09/2023,3.1,0.214,2.722,2.722,2.549,1806.36,4604.48,0,0,114.5,5933.52,-0.268,-8.98,1.1,42.64,42.64,36.01,43.39,38.12,57.81,FALSE,0,cleaned,0.936,0.936,,,0.936,0.872,235,2.716,0.013,2.72,2.716,0.013,2.72,2.548,0.014,2.549,FALSE,13/12/2022 00:00,0.044,-5.52,-2.97,-7.94,17.45,19.47,15.45,3.56,0.16,0,0,1.55,113.23,1,1,,,1,1
EOH1628,FALSE,Quality score outside threshold,13/01/2021 12:12,28/06/2023 10:44,895.94,13/01/2021 12:14,28/06/2023 10:42,895.94,21/02/2022,21/02/2023,4,2.24,5.242,5.242,4.406,1338.61,5898.14,0,0,213.41,4221.95,,,,45.77,45.77,41.56,,,64.79,FALSE,0,sensor swaps not checked,0.245,0.245,,,0.245,0.235,9,5.256,0.025,5.247,5.256,0.025,5.247,4.417,0.014,4.417,FALSE,15/01/2021 00:00,0.095,-3.03,-1,-6.3,17.72,20.62,15.37,14.36,1.37,0,0,0,1.36,1,1,,,1,0.997
EOH1629,TRUE,,29/07/2021 12:26,28/09/2023 23:58,791.48,29/07/2021 12:26,28/09/2023 23:56,791.48,30/05/2022,30/05/2023,2,0.002,2.586,2.586,2.549,4823.92,12295.61,0,0,69.08,,-1.184,-31.41,1.46,39.29,41.21,36.32,40.67,37.73,62.64,FALSE,0,cleaned,0.998,0.998,0.998,,0.998,,420,2.63,0.066,2.59,2.63,0.066,2.59,2.593,0.065,2.553,TRUE,13/12/2022 00:00,1.712,-7.92,-2.77,-11.6,21.19,23.48,17.82,71.2,121.88,0,0,0.56,,1,1,1,,1,
EOH1633,FALSE,Quality score outside threshold,30/06/2021 15:20,22/09/2023 19:48,814.19,30/06/2021 15:22,22/09/2023 19:46,814.18,01/07/2021,01/07/2022,4,1.437,1.991,1.977,1.908,3319.16,6288.98,44.49,0,115.74,,,,,41.45,43.19,36.95,41.22,37.25,60.67,FALSE,0,cleaned,0.932,0.932,0.932,,0.932,,0,,,,,,,,,,FALSE,17/01/2023 00:00,0.573,-3.21,-0.39,-6.6,22.94,23.86,21.77,46.06,26.38,0,0,0.99,,1,1,1,,1,
EOH1635,FALSE,Less than 1yr usable data,13/03/2021 19:52,24/04/2023 17:02,771.88,13/03/2021 19:52,24/04/2023 17:00,771.88,,,,,,,,,,,,,,,,,,,,,,,,,sensor swaps not checked,,,,,,,,,,,,,,,,,TRUE,15/12/2022 00:00,2.07,-3.75,-0.11,-6.6,19.48,20.8,19.32,45.57,94.31,0,0,0,,1,1,1,,1,
EOH1637,FALSE,Less than 1yr usable data,27/11/2020 12:56,28/09/2023 23:58,1035.46,27/11/2020 12:56,28/09/2023 23:58,1035.46,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,11/02/2021 00:00,2.396,-12.59,-4.9,-18,22.31,23.56,20.93,62.69,150.22,0,0,0,,1,1,1,,1,
EOH1643,FALSE,Less than 1yr data available,13/09/2021 07:40,29/11/2021 18:56,77.47,13/09/2021 07:42,29/11/2021 18:54,77.47,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,28/11/2021 00:00,2.308,-0.72,1.5,-3,20.81,21.16,20.52,66.52,153.56,0,0,0.79,,1,1,,,1,
EOH1646,TRUE,,09/06/2021 08:48,28/09/2023 23:58,841.63,09/06/2021 08:50,28/09/2023 23:56,841.63,07/10/2021,07/10/2022,1,0.001,2.954,2.904,2.713,3997.38,10750.47,96.11,0,261.86,,-0.856,-22.47,1.29,42.49,45.6,39.32,44.53,41.26,62.14,FALSE,0,cleaned,0.999,0.999,0.999,,0.999,,473,2.923,0.03,2.91,2.872,0.031,2.857,2.689,0.026,2.677,TRUE,13/12/2022 00:00,1.956,-8.28,-4.1,-10.91,17.28,19.86,14.03,51.19,98.23,1.88,0,1.99,,1,1,1,,1,
EOH1654,FALSE,SPF outside threshold,20/08/2021 09:46,16/04/2023 02:44,603.71,21/08/2021 00:00,16/04/2023 02:42,603.11,23/10/2021,23/10/2022,5,3.803,0.047,0.087,0.084,3767.04,164.36,152.55,0,104.03,,,,,23.53,24.03,27.18,30.87,30.7,41.74,FALSE,0,cleaned,0.28,0.28,0.28,,0.28,,0,,,,,,,,,,FALSE,13/12/2022 00:00,0.251,-5.52,-2.97,-7.94,,,,40.74,2.22,8,0,1.01,,1,1,1,,1,
EOH1658,FALSE,Less than 1yr usable data,26/11/2021 12:14,18/09/2023 18:22,661.26,15/07/2022 00:00,18/09/2023 18:22,430.77,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,13/12/2022 00:00,1.741,-5.52,-2.97,-7.94,16.23,17.86,15.11,64.59,112.46,0,0,0,,1,1,,,1,
EOH1659,FALSE,Less than 1yr data available,21/05/2021 11:40,05/11/2021 17:56,168.26,21/05/2021 11:42,05/11/2021 17:54,168.26,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,04/11/2021 00:00,2.786,3.89,6.8,0.7,20.18,21.5,19.25,38.18,106.36,0,0,1.88,,1,1,1,,1,
EOH1660,TRUE,,09/07/2021 08:46,29/09/2023 00:00,811.63,09/07/2021 08:50,28/09/2023 23:58,811.63,12/06/2022,12/06/2023,1,0.002,3.751,3.679,3.382,4172.15,14011.97,100.31,0,336.2,,-0.089,-2.32,1.02,32.95,35.32,29.72,34.92,31.54,61.28,FALSE,0,cleaned,0.997,0.997,0.997,,0.997,,408,3.735,0.022,3.742,3.664,0.02,3.671,3.372,0.016,3.378,TRUE,12/12/2022 00:00,2.485,-3.87,-0.32,-5.95,19.32,20.61,18.31,48.72,120.63,0.44,0,2.07,,0.954,0.954,0.954,,0.954,
EOH1662,TRUE,,21/04/2021 11:06,20/09/2023 08:36,881.9,21/04/2021 11:10,20/09/2023 08:34,881.89,02/07/2021,02/07/2022,3.3,0.602,3.511,3.511,3.19,1195.34,3813.16,0,0,109.14,6634.95,0.441,14.35,0.87,39.75,39.75,32.67,40.35,34.15,55.07,FALSE,0,cleaned,0.997,0.997,,,0.997,0.937,96,3.529,0.028,3.511,3.529,0.028,3.511,3.214,0.038,3.19,FALSE,04/01/2022 00:00,0.732,-0.99,0.59,-3.3,17.9,20.28,15.59,2.09,1.53,0,0,1.33,87.63,1,1,,,1,1
EOH1663,TRUE,,20/05/2021 14:14,20/09/2023 18:08,853.16,20/05/2021 14:16,20/09/2023 18:06,853.16,31/05/2022,31/05/2023,1,0.013,2.829,2.829,2.778,4092.96,11371.36,0,0,73.23,,-1.301,-31.5,1.46,39.83,47.33,35.71,43.85,39.6,72.91,TRUE,0.01126,cleaned,0.987,0.987,,,0.987,,350,2.806,0.087,2.838,2.806,0.087,2.838,2.779,0.084,2.807,TRUE,21/01/2023 00:00,2.405,-2.86,-0.67,-6.09,18.72,19.33,17.62,32.63,78.47,0,0,0.62,,1,1,,,1,
EOH1664,TRUE,,06/02/2021 15:40,18/09/2023 11:54,953.84,06/02/2021 15:42,18/09/2023 11:52,953.84,08/09/2022,08/09/2023,3.3,0.562,2.553,2.553,2.223,818.12,1818.27,0,0,105.89,4324.97,-0.407,-13.75,1.16,40.34,40.34,34.98,40.15,35.76,55.01,FALSE,0,cleaned,1,1,,,1,0.978,578,2.592,0.041,2.587,2.592,0.041,2.587,2.18,0.038,2.168,FALSE,13/12/2022 00:00,0.868,-5.52,-2.97,-7.94,17.09,18.68,15.93,4.08,3.54,0,0,1.47,62.6,1,1,,,1,0.994
EOH1666,TRUE,,17/07/2021 12:16,29/09/2023 00:00,803.49,17/07/2021 12:18,28/09/2023 23:58,803.49,17/08/2021,17/08/2022,2,0.116,3.046,3.046,2.949,4538.19,13384.14,0,0,143.78,,-1.164,-27.66,1.38,40.47,42.49,37.86,41.81,38.82,58.08,FALSE,0,cleaned,0.938,0.938,,,0.938,,408,3.154,0.093,3.186,3.154,0.093,3.186,3.05,0.087,3.083,TRUE,13/12/2022 00:00,2.155,-6.42,-2.6,-8.37,18.5,19.82,16.61,73.49,158.38,0,0,1.25,,1,1,,,1,
