Property_ID,Included_SPF_analysis,Excluded_SPF_analysis_reason,Whole_dataset_start,Whole_dataset_end,Whole_dataset_duration_days,Cleansed_dataset_start,Cleansed_dataset_end,Cleansed_dataset_duration_days,Selected_window_start,Selected_window_end,Max_quality_score_selected_window,Mean_quality_score_selected_window,SPFH2_selected_window,SPFH3_selected_window,SPFH4_selected_window,Whole_System_Energy_Consumed_selected_window,HP_Energy_Output_selected_window,IH_Energy_Consumed_selected_window,BUH_Energy_Consumed_selected_window,CP_Energy_Consumed_selected_window,Boiler_Energy_Output_selected_window,Difference_SPFH2_SCOP,Proportional_difference_SPFH2_SCOP,Ratio_SPFH2_SCOP,Mean_annual_SH_flow_temp_selected_window,Mean_annual_HW_flow_temp_selected_window,Mean_annual_Return_temp_selected_window,Winter_mean_SH_flow_temp_selected_window,Winter_mean_return_temp_selected_window,Max_SH_flow_temp_selected_window,Flow_>65C_flag_selected_window,Proportion_flow_>65C_selected_window,Temp_cleaning_outcome,SW_proportion_complete_Whole_System_Energy_Consumed,SW_proportion_complete_HP_Energy_Output,SW_proportion_complete_IH_Energy_Consumed,SW_proportion_complete_BUH_Energy_Consumed,SW_proportion_complete_CP_Energy_Consumed,SW_proportion_complete_Boiler_Energy_Output,Acceptable_windows_count,Acceptable_windows_SPFH2_mean,Acceptable_windows_SPFH2_std,Acceptable_windows_SPFH2_median,Acceptable_windows_SPFH3_mean,Acceptable_windows_SPFH3_std,Acceptable_windows_SPFH3_median,Acceptable_windows_SPFH4_mean,Acceptable_windows_SPFH4_std,Acceptable_windows_SPFH4_median,Included_coldest_day_analysis,Coldest_day_start,Coldest_day_COPH4,Coldest_day_External_Air_Temp_mean,Coldest_day_External_Air_Temp_max,Coldest_day_External_Air_Temp_min,Coldest_day_Internal_Air_Temp_mean,Coldest_day_Internal_Air_Temp_max,Coldest_day_Internal_Air_Temp_min,Coldest_day_Whole_System_Energy_Consumed,Coldest_day_HP_Energy_Output,Coldest_day_IH_Energy_Consumed,Coldest_day_BUH_Energy_Consumed,Coldest_day_CP_Energy_Consumed,Coldest_day_Boiler_Energy_Output,CD_proportion_complete_Whole_System_Energy_Consumed,CD_proportion_complete_HP_Energy_Output,CD_proportion_complete_IH_Energy_Consumed,CD_proportion_complete_BUH_Energy_Consumed,CD_proportion_complete_CP_Energy_Consumed,CD_proportion_complete_Boiler_Energy_Output
EOH0642,TRUE,,30/04/2021 11:04,29/09/2023 00:00,881.54,30/04/2021 11:06,28/09/2023 23:58,881.54,31/03/2022,31/03/2023,2,0.002,2.776,2.753,2.599,4813.05,12449.05,58.28,0,270.24,,-0.864,-23.74,1.31,41.77,42.27,39.22,42.29,39.57,61.5,FALSE,0,cleaned,0.998,0.998,0.998,,0.998,,283,2.846,0.068,2.828,2.822,0.067,2.803,2.66,0.057,2.648,TRUE,13/12/2022 00:00,1.847,-1.6,0.49,-3.77,16.21,16.72,15.68,56.59,104.52,0,0,1.66,,1,1,1,,1,
EOH0643,TRUE,,09/09/2021 16:18,29/09/2023 00:00,749.32,10/09/2021 00:00,28/09/2023 23:58,749,06/03/2022,06/03/2023,1,0.003,2.91,2.91,2.821,3236.6,9129.02,0,0,99.85,,-0.9,-23.61,1.31,39.63,40.88,34.96,37.69,34.49,66.69,TRUE,0.00039,cleaned,0.996,0.996,0.996,,0.996,,368,2.937,0.047,2.929,2.937,0.047,2.929,2.846,0.042,2.842,TRUE,13/12/2022 00:00,2.352,-7.11,-2.58,-12.15,15.14,16.62,13.08,39.65,93.27,0,0,0.77,,1,1,1,,1,
EOH0645,TRUE,,13/04/2021 15:56,29/09/2023 00:00,898.34,13/04/2021 15:58,28/09/2023 23:58,898.33,21/04/2021,21/04/2022,3.3,0.832,1.936,1.936,1.663,1561.43,2597.04,0,0,219.98,5776.79,,,,45.22,45.22,40.74,46.16,42.5,57.57,FALSE,0,cleaned,0.999,1,,,1,0.982,201,1.666,0.162,1.667,1.666,0.162,1.667,1.331,0.19,1.321,FALSE,13/12/2022 00:00,0.005,-5.52,-2.97,-7.94,19.22,19.87,18.36,3.42,0.02,0,0,1.52,,1,1,,,1,
EOH0648,TRUE,,23/09/2021 15:22,28/09/2023 23:58,735.36,23/09/2021 15:24,28/09/2023 23:56,735.36,24/08/2022,24/08/2023,2,0.03,3.939,3.939,3.881,3685.42,14304.59,0.04,0,53.66,,0.429,12.22,0.89,33.55,35.78,28.81,34.74,29.82,57.01,FALSE,0,cleaned,0.998,0.942,0.998,,0.998,,264,3.937,0.083,3.952,3.937,0.083,3.952,3.879,0.078,3.894,TRUE,13/12/2022 00:00,3.037,-6.42,-2.6,-8.37,16.17,16.93,14.9,43.45,131.95,0,0,0.6,,1,1,1,,1,
EOH0651,FALSE,Less than 1yr data available,06/12/2021 17:04,15/01/2022 12:20,39.8,06/12/2021 17:08,15/01/2022 12:18,39.8,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,FALSE,04/01/2022 00:00,0.219,-0.99,0.59,-3.3,16.84,18.45,16.15,3.14,0.69,0,0,1.35,88.53,1,1,,,1,1
EOH0652,TRUE,,12/03/2021 14:08,29/09/2023 00:00,930.41,12/03/2021 14:08,28/09/2023 23:58,930.41,12/08/2022,12/08/2023,2,0.001,3.381,3.056,3.056,5207.54,15205.83,710.12,0,0,,0.481,16.59,0.86,35.95,39.57,31.21,37.99,33.63,64.61,FALSE,0,cleaned,0.999,0.999,0.999,,0.999,,544,3.408,0.117,3.392,3.164,0.125,3.17,3.164,0.125,3.17,TRUE,17/01/2023 00:00,2.298,-0.91,3.83,-3.1,20.32,21.52,19.35,49.98,109.51,5.31,0,0,,1,1,1,,1,
EOH0653,TRUE,,29/07/2021 21:08,03/10/2022 22:00,431.04,29/07/2021 21:08,03/10/2022 21:58,431.03,02/10/2021,02/10/2022,3,0.254,2.708,2.621,2.542,970.17,2418.92,47.68,0,29.2,,,,,42.69,51.67,39.11,47.25,44.01,69.76,TRUE,0.04885,cleaned,0.913,0.913,0.913,,0.913,,3,2.708,0.004,2.708,2.622,0.004,2.621,2.543,0.004,2.542,FALSE,21/01/2022 00:00,3.448,1.08,3.7,-3.3,18.42,18.57,18.18,8.35,28.69,0.12,0,0.37,,1,1,1,,1,
EOH0655,TRUE,,26/10/2020 00:00,28/09/2023 23:58,1068,26/10/2020 00:00,28/09/2023 23:56,1068,13/04/2022,13/04/2023,1,0,2.859,2.846,2.846,3769.38,10699.48,26.95,0,0,,-0.791,-21.67,1.28,35.96,38.8,34.1,39.58,37.53,74.83,TRUE,0.00011,cleaned,0.999,0.999,0.999,,0.999,,607,2.861,0.058,2.87,2.842,0.06,2.854,2.842,0.06,2.854,TRUE,11/02/2021 00:00,1.839,-7.07,-0.4,-11.9,20.3,21.37,19.43,46.64,85.79,0,0,0,,1,1,1,,1,
EOH0663,FALSE,Less than 1yr data available,20/05/2021 12:56,21/04/2022 23:58,336.46,20/05/2021 12:58,21/04/2022 23:56,336.46,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,22/12/2021 00:00,2.308,0,0.02,0,,,,28.85,66.58,0,0,0.42,,1,1,,,1,
EOH0667,TRUE,,08/09/2021 12:10,29/09/2023 00:00,750.49,08/09/2021 12:12,28/09/2023 23:58,750.49,22/07/2022,22/07/2023,1,0,2.537,2.537,2.516,5686.86,14306.25,0,0,47.91,,-1.233,-32.7,1.49,43.33,44.01,39.35,42.76,38.77,57.6,FALSE,0,cleaned,0.999,0.999,,,0.999,,120,2.536,0.005,2.538,2.536,0.005,2.538,2.515,0.004,2.517,TRUE,13/12/2022 00:00,1.962,-5.52,-2.97,-7.94,4.64,5.66,3.57,37.62,73.83,0,0,0.08,,0.996,0.996,,,0.996,
EOH0668,TRUE,,23/04/2021 13:14,27/09/2023 08:36,886.81,23/04/2021 13:16,27/09/2023 08:34,886.8,15/12/2021,15/12/2022,2,0.001,3.305,3.305,3.261,3550.54,11578.95,0,0,46.58,,-0.325,-8.97,1.1,35.56,40.84,32.75,38.97,35.77,71.7,TRUE,0.00044,cleaned,0.999,0.999,,,0.999,,360,3.31,0.179,3.423,3.31,0.179,3.423,3.268,0.163,3.373,TRUE,13/12/2022 00:00,2.217,-6.42,-2.6,-8.37,16.27,18.21,13.97,57.44,127.35,0,0,0.27,,1,1,,,1,
EOH0669,TRUE,,09/11/2021 09:22,14/09/2023 23:58,674.61,09/11/2021 09:22,14/09/2023 23:56,674.61,01/09/2022,01/09/2023,3,0.47,2.98,2.98,2.98,5114.2,15238.86,0,0,0,,-0.26,-8.03,1.09,46.27,47.49,41.14,47.12,42.07,60.7,FALSE,0,cleaned,0.826,0.826,0.826,,0.826,,124,2.917,0.098,2.978,2.917,0.098,2.978,2.917,0.098,2.978,TRUE,13/12/2022 00:00,2.418,-5.52,-2.97,-7.94,21.08,23.31,17.86,63.25,152.95,0,0,0,,1,1,1,,1,
EOH0682,TRUE,,07/09/2021 10:48,28/09/2023 23:58,751.55,07/09/2021 10:50,28/09/2023 23:56,751.55,06/03/2022,06/03/2023,3.1,0.002,2.94,2.94,2.888,2804.86,8100.13,0,0,49.62,,-0.47,-13.79,1.16,43.56,44.92,38.74,43.79,39.86,70.96,TRUE,0.00003,cleaned,0.998,0.997,,,0.998,,351,2.946,0.042,2.924,2.946,0.042,2.924,2.894,0.04,2.872,TRUE,13/12/2022 00:00,1.976,-6.42,-2.6,-8.37,19.4,22.08,16.91,35.92,70.97,0,0,0.42,,1,1,,,1,
EOH0683,TRUE,,03/02/2021 15:56,28/07/2023 22:54,905.29,04/02/2021 00:00,28/07/2023 22:52,904.95,19/02/2021,19/02/2022,3.1,0.805,2.345,2.345,2.345,1363.31,3196.68,0,0,0,18594,-0.615,-20.78,1.26,42.05,42.05,39.18,43.59,41.09,58.57,FALSE,0,cleaned,0.717,0.717,,,0.717,0.714,347,2.261,0.079,2.299,2.261,0.079,2.299,2.261,0.079,2.299,FALSE,13/12/2022 00:00,0.117,-5.52,-2.97,-7.94,,,,1.97,0.23,0,0,0,197.46,1,1,,,1,1
EOH0687,TRUE,,24/06/2021 14:48,29/09/2023 00:00,826.38,24/06/2021 14:50,28/09/2023 23:58,826.38,24/01/2022,24/01/2023,2,0.138,3.364,3.364,3.176,3685.13,11703.14,0,0,205.78,,-0.286,-7.85,1.09,32.25,37.65,30.15,36.17,33.68,74.24,TRUE,0.00013,cleaned,0.914,0.914,,,0.914,,195,3.367,0.006,3.368,3.367,0.006,3.368,3.181,0.004,3.179,TRUE,16/01/2023 00:00,2.721,-1.04,1.39,-4.06,19.73,20.88,18.06,28.17,76.67,0,0,0.66,,1,1,,,1,
EOH0689,FALSE,SPF outside threshold,24/04/2021 14:12,14/09/2023 23:58,873.41,21/08/2021 00:00,14/09/2023 23:56,755,21/08/2021,21/08/2022,3.3,3.243,0.534,0.534,0.49,2329.58,1142.4,0,0,190.38,3555.06,,,,41.87,41.87,40.17,43.16,41.91,56.51,FALSE,0,cleaned,0.978,0.978,,,0.978,0.958,152,0.5,0.028,0.504,0.5,0.028,0.504,0.455,0.029,0.46,FALSE,13/12/2022 00:00,0.066,-5.52,-2.97,-7.94,,,,1.85,0.12,0,0,0.77,8.41,1,1,,,1,1
EOH0690,TRUE,,19/02/2021 17:20,29/09/2023 00:00,951.28,19/02/2021 17:22,28/09/2023 23:58,951.28,23/02/2022,23/02/2023,3.3,0.297,2.509,2.408,2.408,3516.06,8227.65,200.85,36.42,0,,-0.391,-13.47,1.16,39.51,41.45,34.89,42.27,37.58,63.81,TRUE,0.00008,cleaned,0.983,0.983,0.983,0.983,0.983,,539,2.48,0.082,2.485,2.407,0.114,2.403,2.407,0.114,2.403,TRUE,13/12/2022 00:00,2.292,-1.6,0.49,-3.77,16.82,18.09,15.48,40.63,91.74,1.17,0.2,0,,1,1,1,1,1,
EOH0694,FALSE,Less than 1yr usable data,07/05/2021 10:24,28/09/2023 23:58,874.57,07/05/2021 10:26,28/09/2023 23:58,874.56,,,,,,,,,,,,,,,,,,,,,,,,,sensor swaps not checked,,,,,,,,,,,,,,,,,TRUE,28/11/2021 00:00,2.331,-0.72,1.5,-3,20.86,21.54,20.22,36.33,83.25,1.44,0,0.87,,1,1,1,,1,
EOH0697,TRUE,,25/06/2021 10:08,24/08/2023 19:14,790.38,25/06/2021 10:10,24/08/2023 19:12,790.38,12/07/2022,12/07/2023,3,0.175,3.39,3.331,3.129,3836.1,11914.58,88.12,0,232.97,,-0.25,-6.88,1.07,33.74,35.98,30.99,33.61,30.99,61.79,FALSE,0,cleaned,0.997,0.767,0.997,,0.997,,333,3.361,0.028,3.354,3.297,0.03,3.288,3.094,0.028,3.09,TRUE,08/03/2023 00:00,2.404,0.24,3.44,-2.46,18.07,18.56,17.55,28.48,68.29,0.19,0,1.27,,1,1,1,,1,
EOH0699,TRUE,,27/02/2021 02:18,08/06/2023 16:06,831.58,27/02/2021 02:20,08/06/2023 16:04,831.57,15/05/2021,15/05/2022,3.1,0.089,2.254,2.254,2.088,1962.93,4098.27,0,0,144.36,7183.28,-0.706,-23.87,1.31,39.41,39.41,36.57,39.67,37.31,57.69,FALSE,0,cleaned,0.956,0.956,,,0.956,0.926,35,2.245,0.012,2.252,2.245,0.012,2.252,2.078,0.012,2.085,FALSE,08/03/2023 00:00,0.222,-1.89,2.66,-6.82,,,,3.65,0.81,0,0,1.47,35.38,1,1,,,1,1
EOH0702,TRUE,,31/03/2021 19:12,28/09/2023 23:58,911.2,23/06/2021 00:00,28/09/2023 23:56,828,17/06/2022,17/06/2023,2,0.001,2.626,2.47,2.47,3324.11,7891.53,318.79,0,0,,-0.944,-26.45,1.36,36.73,39.38,33.49,38.62,35.14,57.48,FALSE,0,cleaned,0.999,0.999,0.999,,0.999,,458,2.634,0.014,2.628,2.485,0.015,2.48,2.485,0.015,2.48,TRUE,17/01/2023 00:00,2.447,-2.72,0.88,-5.9,,,,26.12,60.45,3.46,0,0,,1,1,1,,1,
EOH0709,TRUE,,26/05/2021 10:42,29/09/2023 00:00,855.55,26/05/2021 10:44,28/09/2023 23:58,855.55,27/06/2022,27/06/2023,1,0.001,2.951,2.911,2.595,3054.41,7871.17,56.21,0,331.26,,-0.609,-17.1,1.21,37.11,40.15,34.97,39.43,37.12,60.81,FALSE,0,cleaned,0.998,0.998,0.998,,0.998,,439,2.747,0.165,2.723,2.715,0.157,2.689,2.475,0.095,2.454,TRUE,17/01/2023 00:00,2.203,-2.27,0.11,-4.29,21.85,22.17,21.47,28.43,60.61,2.04,0,1.8,,1,1,1,,1,
EOH0728,FALSE,Less than 1yr data available,07/05/2021 14:04,31/03/2022 23:58,328.41,07/05/2021 14:04,31/03/2022 23:56,328.41,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,29/11/2021 00:00,2.249,1.62,6.09,-1.1,21.77,22.43,20.88,61.55,138.39,0,0,0.19,,1,1,1,,1,
EOH0732,TRUE,,03/06/2021 12:40,29/09/2023 00:00,847.47,03/06/2021 12:42,28/09/2023 23:58,847.47,20/02/2022,20/02/2023,1,0.001,3.303,3.303,3.251,3307.78,10752.59,0,0,52.32,,-0.327,-9.01,1.1,36.59,38.15,34.93,37.32,35.53,74.4,TRUE,0.0001,cleaned,0.998,0.998,,,0.998,,474,3.301,0.026,3.29,3.301,0.026,3.29,3.243,0.022,3.236,TRUE,13/12/2022 00:00,2.486,-6.42,-2.6,-8.37,17.66,18.38,16.89,45.41,112.89,0,0,0.17,,1,1,,,1,
EOH0735,TRUE,,24/08/2021 17:04,05/10/2022 19:48,407.11,07/09/2021 18:18,05/10/2022 19:46,393.06,28/09/2021,28/09/2022,3.3,0.486,2.571,2.571,2.538,4219.66,10710.72,0,0,53.47,,-1.339,-34.25,1.52,46.88,52.98,41.86,52.5,47.02,76.03,TRUE,0.01483,cleaned,0.949,0.7,,,0.949,,8,2.572,0.001,2.572,2.572,0.001,2.572,2.539,0.001,2.539,TRUE,28/11/2021 00:00,2.338,0.35,3.2,-2.78,19.68,20.42,19.34,23.55,55.06,0,0,0.24,,1,1,,,1,
EOH0737,TRUE,,17/06/2021 08:16,13/08/2023 11:56,787.15,17/06/2021 08:18,13/08/2023 11:54,787.15,02/07/2021,02/07/2022,2,0.029,2.458,2.374,2.374,4176.59,9673.31,240.97,0,0,,-0.892,-26.63,1.36,46.19,52.6,40.94,52.4,48.81,57.06,FALSE,0,cleaned,0.972,0.972,0.972,,0.972,,261,2.486,0.065,2.459,2.408,0.079,2.373,2.408,0.079,2.373,TRUE,13/12/2022 00:00,2.515,-1.6,0.49,-3.77,,,,40.44,101.48,0.25,0,0,,1,1,1,,1,
EOH0745,TRUE,,01/11/2020 00:02,28/09/2023 23:58,1062,01/11/2020 00:02,28/09/2023 23:56,1062,29/12/2021,29/12/2022,0,0,2.848,2.848,2.848,3966.12,11295.17,0,0,0,,-0.802,-21.98,1.28,39.22,42.16,36.57,40.79,38.08,69.29,TRUE,0.00006,cleaned,0.999,0.999,0.999,,0.999,,523,2.921,0.06,2.897,2.921,0.06,2.897,2.921,0.06,2.897,TRUE,13/12/2022 00:00,2.017,-6.42,-2.6,-8.37,18.41,20.04,16.46,54.61,110.14,0,0,0,,1,1,1,,1,
EOH0746,TRUE,,27/08/2021 09:14,28/09/2023 23:58,762.61,27/08/2021 09:16,28/09/2023 23:56,762.61,13/09/2022,13/09/2023,3.7,0.347,2.378,2.317,2.236,1013.58,2223.13,43.31,0,35.48,,-1.202,-33.57,1.51,44.23,45.47,40.63,44.24,40.66,60.11,FALSE,0,cleaned,0.796,0.796,0.796,,0.796,,118,2.379,0.001,2.379,2.31,0.005,2.31,2.232,0.003,2.232,TRUE,16/01/2023 00:00,2.412,-0.61,1.86,-3.09,,,,19.95,48.11,0,0,0.56,,1,1,1,,1,
EOH0749,TRUE,,17/06/2021 13:48,22/09/2023 10:54,826.88,19/07/2021 00:00,22/09/2023 10:52,795.45,20/07/2021,20/07/2022,3.3,0.232,2.889,2.889,2.643,1881.95,4974.33,0,0,160.23,8559.29,-0.071,-2.39,1.02,32.18,32.18,28.8,32.09,28.93,54.27,FALSE,0,cleaned,0.963,0.963,,,0.963,0.92,290,2.86,0.024,2.852,2.86,0.024,2.852,2.576,0.055,2.546,FALSE,13/12/2022 00:00,0.11,-5.52,-2.97,-7.94,21.39,21.64,21.23,3.35,0.37,0,0,1.45,150.61,1,1,,,1,1
EOH0754,FALSE,SPF outside threshold,30/07/2021 15:14,01/02/2023 10:08,550.79,30/07/2021 15:16,01/02/2023 10:08,550.79,06/08/2021,06/08/2022,3.3,2.174,0.382,0.382,0.367,3533.94,1298.22,0,0,136.33,,,,,48.96,57.36,51.54,56.72,53.35,73.33,TRUE,0.01521,cleaned,0.986,0.986,,,0.986,,185,0.391,0.017,0.389,0.391,0.017,0.389,0.376,0.015,0.374,FALSE,13/12/2022 00:00,0.088,-6.42,-2.6,-8.37,17.74,18.27,15.4,37.66,3.32,0,0,1.19,,1,1,,,1,
EOH0756,FALSE,Less than 1yr data available,22/04/2021 14:50,20/04/2022 14:34,362.99,22/04/2021 14:52,20/04/2022 14:32,362.99,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,29/11/2021 00:00,2.855,0.03,4.89,-2.5,19.64,21.19,18.74,32.84,93.77,0,0,0.63,,1,1,1,,1,
EOH0764,TRUE,,02/06/2021 16:04,28/09/2023 23:58,848.33,09/06/2021 00:00,28/09/2023 23:56,842,01/12/2021,01/12/2022,2,0.001,3.283,3.193,3.084,2174.01,6622.04,83.05,0,73.93,,-0.857,-20.7,1.26,32.96,36.12,30.86,34.93,32.53,60.36,FALSE,0,cleaned,0.998,0.998,0.998,,0.998,,464,3.259,0.063,3.268,3.175,0.055,3.18,3.067,0.057,3.073,TRUE,17/01/2023 00:00,2.772,-1.18,0.98,-3.9,18.99,19.21,18.86,29.27,81.13,0,0,0.81,,1,1,1,,1,
EOH0766,TRUE,,28/05/2021 12:48,19/04/2023 23:14,691.43,28/05/2021 12:50,19/04/2023 23:12,691.43,30/09/2021,30/09/2022,2,0,3.092,3.092,3.061,3001.91,9189.8,0,0,29.94,,-0.298,-8.79,1.1,40.59,44.6,38.09,42.96,40.13,73.05,TRUE,0.00024,cleaned,0.999,0.999,,,0.999,,326,3.074,0.021,3.085,3.074,0.021,3.085,3.044,0.02,3.054,TRUE,13/12/2022 00:00,2.231,-6.42,-2.6,-8.37,19.22,19.97,18.65,35.01,78.1,0,0,0.23,,1,1,,,1,
EOH0768,FALSE,Quality score outside threshold,23/07/2021 08:32,14/09/2023 12:54,783.18,30/09/2021 00:00,14/09/2023 12:52,714.54,02/10/2021,02/10/2022,5,1.485,2.135,2.135,1.87,1034.92,1935.51,0,0,128.44,4659.32,,,,33.76,33.76,31.87,36.05,34.29,62.57,FALSE,0,cleaned,0.769,0.769,,,0.769,0.695,0,,,,,,,,,,FALSE,13/12/2022 00:00,0.486,-5.52,-2.97,-7.94,17.87,18.91,17.35,3.51,1.71,0,0,1.57,71.41,1,1,,,1,1
EOH0769,TRUE,,15/10/2021 13:24,29/09/2023 00:00,713.44,15/10/2021 13:24,28/09/2023 23:58,713.44,24/07/2022,24/07/2023,1,0,3.144,3.138,3.115,4599.32,14315.41,12.56,0,33.61,,-0.996,-24.06,1.32,39.35,41.96,35.55,41.33,37.51,61.5,FALSE,0,cleaned,0.999,0.999,0.999,,0.999,,345,3.126,0.019,3.128,3.125,0.017,3.128,3.102,0.017,3.105,TRUE,13/12/2022 00:00,2.305,-1.35,1.62,-4.46,16.16,17.74,14.54,43.13,99.41,0,0,0.22,,1,1,1,,1,
EOH0780,TRUE,,07/10/2021 12:14,04/09/2023 08:04,696.83,07/10/2021 12:16,04/09/2023 08:02,696.82,25/12/2021,25/12/2022,2,0.008,2.542,2.542,2.511,1837.42,4612.98,0,0,22.97,,-0.868,-25.44,1.34,47.77,47.77,41.83,46.56,42.22,70.78,TRUE,0.00997,cleaned,0.992,0.992,,,0.992,,325,2.584,0.046,2.6,2.584,0.046,2.6,2.554,0.047,2.571,TRUE,13/12/2022 00:00,2.127,-5.52,-2.97,-7.94,21.48,23.96,19.87,23.75,50.49,0,0,0.37,,1,1,,,1,
EOH0788,TRUE,,09/03/2021 15:40,29/09/2023 00:00,933.35,09/03/2021 15:42,28/09/2023 23:58,933.34,13/04/2021,13/04/2022,3.3,0.576,3.092,2.667,2.57,4455.34,10576.71,872.79,0,162.21,,,,,44.08,44.3,40.39,45.81,42,60.28,FALSE,0,cleaned,0.985,0.985,0.98,,0.985,,429,3.015,0.073,3.044,2.472,0.101,2.432,2.394,0.091,2.359,TRUE,17/01/2023 00:00,2.076,-2.27,0.11,-4.29,21.08,21.79,19.96,59.27,122.26,0.79,0,1.32,,1,1,1,,1,
EOH0789,TRUE,,20/05/2021 16:00,29/09/2023 00:00,861.33,20/05/2021 16:02,28/09/2023 23:58,861.33,26/09/2022,26/09/2023,2,0.125,2.853,2.799,2.714,3609.65,9694.5,100.95,0,110.65,,-1.287,-31.09,1.45,33.54,35.75,31.35,35.04,32.7,60.61,FALSE,0,cleaned,0.93,0.93,0.93,,0.93,,259,2.879,0.034,2.857,2.843,0.044,2.821,2.761,0.047,2.739,TRUE,13/12/2022 00:00,2.344,-1.35,1.62,-4.46,18.31,18.79,17.8,36.08,84.57,0,0,0.74,,1,1,1,,1,
EOH0791,FALSE,Less than 1yr usable data,09/12/2020 19:10,24/11/2022 18:38,714.98,19/12/2020 02:18,24/11/2022 18:36,705.68,,,,,,,,,,,,,,,,,,,,,,,,,sensor swaps not checked,,,,,,,,,,,,,,,,,FALSE,08/01/2021 18:52,,-0.35,1,-4,,,,1.76,,0,0,0,,1,1,,,1,
EOH0793,TRUE,,18/06/2021 08:24,29/09/2023 00:00,832.65,18/06/2021 08:24,28/09/2023 23:58,832.65,05/09/2022,05/09/2023,3,0.261,2.996,2.854,2.854,3862.45,10749.17,275.12,0,0,,-0.354,-10.55,1.12,35.36,38.79,32.54,37.17,34.01,57.95,FALSE,0,cleaned,0.905,0.905,0.905,,0.905,,272,2.992,0.009,2.994,2.871,0.033,2.854,2.871,0.033,2.854,TRUE,17/01/2023 00:00,2.157,-1.57,2.51,-4.28,18.21,20.6,16.4,30.28,56.05,9.26,0,0,,1,1,1,,1,
EOH0808,TRUE,,26/08/2021 12:58,15/06/2023 12:30,657.98,26/08/2021 13:00,15/06/2023 12:28,657.98,29/03/2022,29/03/2023,3.3,0.786,2.904,2.904,2.713,1350.52,3664.59,0,0,88.65,2221.27,-0.126,-4.16,1.04,43.55,43.55,36.62,43.82,37.08,57.7,FALSE,0,cleaned,0.974,0.826,,,0.974,0.769,216,2.882,0.034,2.89,2.882,0.034,2.89,2.691,0.041,2.702,FALSE,13/12/2022 00:00,0.918,-5.52,-2.97,-7.94,18.28,20.16,16.63,5.22,4.8,0,0,1.46,55.88,1,1,,,1,0.999
EOH0809,TRUE,,01/09/2021 10:10,29/09/2023 00:00,757.58,01/09/2021 10:12,28/09/2023 23:58,757.57,12/07/2022,12/07/2023,2,0.001,2.619,2.619,2.561,2998.84,7679.07,0,0,67.3,,-1.031,-28.23,1.39,47.03,48.6,42.14,48.51,43.71,70.59,TRUE,0.00006,cleaned,0.999,0.999,,,0.999,,274,2.751,0.155,2.665,2.751,0.155,2.665,2.64,0.1,2.58,TRUE,13/12/2022 00:00,1.932,-6.42,-2.6,-8.37,15.81,20.63,11.22,41.41,80,0,0,0.76,,1,1,,,1,
EOH0810,TRUE,,19/05/2021 12:56,21/06/2023 09:50,762.87,19/05/2021 12:58,21/06/2023 09:48,762.87,24/05/2021,24/05/2022,2,0.001,3.187,3.121,2.908,4982.6,14350.15,139.96,0,339.81,,-0.013,-0.41,1,32.81,34.61,29.62,34.6,31.27,58.62,FALSE,0,cleaned,0.999,0.999,0.999,,0.999,,328,3.207,0.027,3.201,2.897,0.1,2.857,2.708,0.092,2.674,TRUE,13/12/2022 00:00,2.401,-5.52,-2.97,-7.94,18.69,19.09,18.1,54.21,127.17,2.98,0,2.01,,1,1,1,,1,
EOH0813,TRUE,,13/05/2021 10:08,15/08/2023 19:48,824.4,13/05/2021 10:08,15/08/2023 19:46,824.4,30/12/2021,30/12/2022,1,0.003,2.927,2.922,2.922,4786.69,13976.96,0,10.73,0,,-0.253,-7.97,1.09,40.92,42.78,34.35,44,37.18,66.44,TRUE,0.00039,cleaned,0.997,0.997,0.997,0.997,0.997,,293,2.508,0.442,2.288,2.506,0.44,2.287,2.506,0.44,2.287,TRUE,17/01/2023 00:00,2.411,-4.13,-0.41,-7.27,,,,46.33,111.25,0,0.44,0,,1,1,1,1,1,
EOH0818,TRUE,,25/06/2021 12:38,28/09/2023 23:58,825.47,25/06/2021 12:40,28/09/2023 23:56,825.47,16/07/2022,16/07/2023,0,0,3.108,3.029,2.712,2391.58,6407.34,79.65,0,250.11,,-0.472,-13.2,1.15,33.69,37.38,31.88,35.51,33.62,59.2,FALSE,0,cleaned,1,1,1,,1,,423,3.058,0.071,3.1,2.986,0.067,3.022,2.675,0.057,2.706,TRUE,13/12/2022 00:00,2.443,-1.35,1.62,-4.46,21.84,22.18,21.18,25,61.07,0,0,1.63,,1,1,1,,1,
