Index;year1;year2;year3;year4;year5;year6;year7;year8
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0.010829789115644209;0.023297547430078672;0.03878609315947872;0.0515977849584181;0.06212796201812886;0.08699497543460202;0.14694284769460594;0.1695763076341324
3;0.010829789115644209;0.023297547430078672;0.03878609334844308;0.0515977849584181;0.06212796201812886;0.08699497543460202;0.14694284769460594;0.1695763076341324
4;0.018839988165677408;0.0405294610453582;0.06747403205127092;0.08976182708742764;0.10808059664692506;0.15134037310977155;0.2556283842866118;0.295002572320793
5;0.018839988165677408;0.0405294610453582;0.06747403205127092;0.08976182708742764;0.10808059664692506;0.15134037310977155;0.2556283842866118;0.295002572320793
6;0.02500490590459207;0.053791719313546565;0.08955323094821269;0.11913415270504371;0.14344728417682623;0.2008627462187026;0.33927641506685025;0.3915348269342069
7;0.02500490590459207;0.053791719313546565;0.08955323094821269;0.11913415270504371;0.14344728417682623;0.2008627462187026;0.33927641506685025;0.3915348269342069
8;0.029896319379234506;0.0643143560250307;0.1070714687010815;0.14243895565986664;0.17150817696920045;0.24015514567028692;0.405645040427699;0.4681261463223172
9;0.029896319379234506;0.0643143560250307;0.1070714687010815;0.14243895565986664;0.17150817696920045;0.24015514567028692;0.405645040427699;0.46812614762643867
10;0.033871893723400257;0.07286679692670532;0.12130969586286978;0.16138030614655305;0.19431511548461058;0.2720906703309372;0.4595871997635393;0.5303769645389442
11;0.033871893723400257;0.07286679692670532;0.12130969586286978;0.16138030614655305;0.19431511548461058;0.2720906703309372;0.4595871997635393;0.5303769645389442
12;0.03716682502161294;0.07995500680932988;0.13311024989190087;0.1770787795071144;0.213217364029376;0.29855863445738234;0.5042941255944118;0.5819700540423062
13;0.03716682502161294;0.07995500680932988;0.13311024989190087;0.1770787795071144;0.213217364029376;0.29855863445738234;0.5042941255944118;0.5819700540423062
