utc_timestamp,DE_KN_residential1_heat_pump,Fraction,DE_KN_residential4_heat_pump,Fraction.1
2016-01-01 00:15:00,2207.43,0.0,787.879,0.0
2016-01-01 00:30:00,2207.43,0.0,788.199,0.32
2016-01-01 00:45:00,2207.432,0.002,788.219,0.02
2016-01-01 01:00:00,2207.442,0.01,788.487,0.268
2016-01-01 01:15:00,2207.729,0.287,788.537,0.05
2016-01-01 01:30:00,2207.729,0.0,788.587,0.05
2016-01-01 01:45:00,2207.729,0.0,788.876,0.289
2016-01-01 02:00:00,2207.879,0.15,788.897,0.021
2016-01-01 02:15:00,2208.031,0.152,789.194,0.297
2016-01-01 02:30:00,2208.459,0.428,789.209,0.015
2016-01-01 02:45:00,2208.469,0.01,789.371,0.162
2016-01-01 03:00:00,2208.701,0.232,789.549,0.178
2016-01-01 03:15:00,2208.879,0.178,789.569,0.02
2016-01-01 03:30:00,2208.879,0.0,789.869,0.3
2016-01-01 03:45:00,2209.059,0.18,789.889,0.02
2016-01-01 04:00:00,2209.191,0.132,790.112,0.223
2016-01-01 04:15:00,2210.043,0.852,790.219,0.107
2016-01-01 04:30:00,2210.284,0.241,790.306,0.087
2016-01-01 04:45:00,2211.164,0.88,790.549,0.243
2016-01-01 05:00:00,2211.789,0.625,790.567,0.018
2016-01-01 05:15:00,2212.132,0.343,790.881,0.314
2016-01-01 05:30:00,2213.026,0.894,790.907,0.026
2016-01-01 05:45:00,2213.196,0.17,791.162,0.255
2016-01-01 06:00:00,2214.086,0.89,791.227,0.065
2016-01-01 06:15:00,2214.389,0.303,791.295,0.068
2016-01-01 06:30:00,2214.895,0.506,791.559,0.264
2016-01-01 06:45:00,2215.537,0.642,791.576,0.017
2016-01-01 07:00:00,2215.6,0.063,791.886,0.31
2016-01-01 07:15:00,2216.057,0.457,791.907,0.021
2016-01-01 07:30:00,2216.328,0.271,792.152,0.245
2016-01-01 07:45:00,2216.544,0.216,792.237,0.085
2016-01-01 08:00:00,2216.561,0.017,792.354,0.117
2016-01-01 08:15:00,2217.078,0.517,792.567,0.213
2016-01-01 08:30:00,2217.09,0.012,792.586,0.019
2016-01-01 08:45:00,2217.414,0.324,792.899,0.313
2016-01-01 09:00:00,2218.279,0.865,792.919,0.02
2016-01-01 09:15:00,2218.279,0.0,793.197,0.278
2016-01-01 09:30:00,2218.289,0.01,793.239,0.042
2016-01-01 09:45:00,2218.824,0.535,793.334,0.095
2016-01-01 10:00:00,2219.209,0.385,793.952,0.618
2016-01-01 10:15:00,2219.219,0.01,794.627,0.675
2016-01-01 10:30:00,2219.379,0.16,794.677,0.05
2016-01-01 10:45:00,2219.417,0.038,794.792,0.115
2016-01-01 11:00:00,2220.148,0.731,795.029,0.237
2016-01-01 11:15:00,2220.158,0.01,795.049,0.02
2016-01-01 11:30:00,2220.426,0.268,795.356,0.307
2016-01-01 11:45:00,2221.001,0.575,795.379,0.023
2016-01-01 12:00:00,2221.42,0.419,795.615,0.236
2016-01-01 12:15:00,2221.619,0.199,795.699,0.084
2016-01-01 12:30:00,2221.639,0.02,795.709,0.01
2016-01-01 12:45:00,2222.449,0.81,796.207,0.498
2016-01-01 13:00:00,2222.779,0.33,796.907,0.7
2016-01-01 13:15:00,2222.802,0.023,797.227,0.32
2016-01-01 13:30:00,2222.959,0.157,797.247,0.02
2016-01-01 13:45:00,2222.959,0.0,797.579,0.332
2016-01-01 14:00:00,2223.139,0.18,797.599,0.02
2016-01-01 14:15:00,2223.249,0.11,797.724,0.125
2016-01-01 14:30:00,2223.439,0.19,797.919,0.195
2016-01-01 14:45:00,2223.732,0.293,797.947,0.028
2016-01-01 15:00:00,2224.583,0.851,798.247,0.3
2016-01-01 15:15:00,2224.6,0.017,798.267,0.02
2016-01-01 15:30:00,2225.204,0.604,798.422,0.155
2016-01-01 15:45:00,2225.457,0.253,798.599,0.177
2016-01-01 16:00:00,2225.479,0.022,798.639,0.04
2016-01-01 16:15:00,2226.167,0.688,798.917,0.278
2016-01-01 16:30:00,2226.68,0.513,798.937,0.02
2016-01-01 16:45:00,2227.137,0.457,799.192,0.255
2016-01-01 17:00:00,2227.367,0.23,799.267,0.075
2016-01-01 17:15:00,2228.169,0.802,799.394,0.127
2016-01-01 17:30:00,2228.72,0.551,799.636,0.242
2016-01-01 17:45:00,2228.84,0.12,799.649,0.013
2016-01-01 18:00:00,2228.84,0.0,799.989,0.34
2016-01-01 18:15:00,2229.489,0.649,800.007,0.018
2016-01-01 18:30:00,2229.639,0.15,800.282,0.275
2016-01-01 18:45:00,2229.641,0.002,800.359,0.077
2016-01-01 19:00:00,2229.648,0.007,800.454,0.095
2016-01-01 19:15:00,2229.891,0.243,800.699,0.245
2016-01-01 19:30:00,2229.898,0.007,800.719,0.02
2016-01-01 19:45:00,2230.129,0.231,801.119,0.4
2016-01-01 20:00:00,2230.176,0.047,801.811,0.692
2016-01-01 20:15:00,2230.561,0.385,802.379,0.568
2016-01-01 20:30:00,2230.568,0.007,802.399,0.02
2016-01-01 20:45:00,2230.784,0.216,802.732,0.333
2016-01-01 21:00:00,2231.675,0.891,802.779,0.047
2016-01-01 21:15:00,2231.689,0.014,802.907,0.128
2016-01-01 21:30:00,2231.699,0.01,803.086,0.179
2016-01-01 21:45:00,2232.392,0.693,803.106,0.02
2016-01-01 22:00:00,2232.469,0.077,803.415,0.309
2016-01-01 22:15:00,2232.469,0.0,803.447,0.032
2016-01-01 22:30:00,2232.784,0.315,803.584,0.137
2016-01-01 22:45:00,2233.318,0.534,803.759,0.175
2016-01-01 23:00:00,2233.379,0.061,803.779,0.02
2016-01-01 23:15:00,2233.379,0.0,804.096,0.317
2016-01-01 23:30:00,2233.389,0.01,804.116,0.02
2016-01-01 23:45:00,2233.389,0.0,804.316,0.2
2016-01-02 00:00:00,2233.389,0.0,804.437,0.121
2016-01-02 00:15:00,2233.398,0.009,804.457,0.02
2016-01-02 00:30:00,2233.879,0.481,804.779,0.322
2016-01-02 00:45:00,2233.879,0.0,804.797,0.018
2016-01-02 01:00:00,2233.879,0.0,805.077,0.28
2016-01-02 01:15:00,2233.889,0.01,805.109,0.032
2016-01-02 01:30:00,2233.889,0.0,805.249,0.14
2016-01-02 01:45:00,2234.219,0.33,805.439,0.19
2016-01-02 02:00:00,2234.229,0.01,805.459,0.02
2016-01-02 02:15:00,2234.271,0.042,805.769,0.31
2016-01-02 02:30:00,2234.549,0.278,805.789,0.02
2016-01-02 02:45:00,2234.782,0.233,806.051,0.262
2016-01-02 03:00:00,2234.789,0.007,806.109,0.058
2016-01-02 03:15:00,2235.209,0.42,806.214,0.105
2016-01-02 03:30:00,2235.209,0.0,806.449,0.235
2016-01-02 03:45:00,2235.554,0.345,806.475,0.026
2016-01-02 04:00:00,2235.676,0.122,806.777,0.302
2016-01-02 04:15:00,2236.534,0.858,806.797,0.02
2016-01-02 04:30:00,2237.467,0.933,807.004,0.207
2016-01-02 04:45:00,2238.26,0.793,807.136,0.132
2016-01-02 05:00:00,2238.704,0.444,807.239,0.103
2016-01-02 05:15:00,2239.618,0.914,807.457,0.218
2016-01-02 05:30:00,2239.859,0.241,807.477,0.02
2016-01-02 05:45:00,2239.882,0.023,807.779,0.302
2016-01-02 06:00:00,2240.737,0.855,807.799,0.02
2016-01-02 06:15:00,2241.764,1.027,808.087,0.288
2016-01-02 06:30:00,2242.084,0.32,808.136,0.049
2016-01-02 06:45:00,2242.77,0.686,808.232,0.096
2016-01-02 07:00:00,2243.067,0.297,808.457,0.225
2016-01-02 07:15:00,2243.267,0.2,808.477,0.02
2016-01-02 07:30:00,2243.568,0.301,808.799,0.322
2016-01-02 07:45:00,2243.954,0.386,808.819,0.02
2016-01-02 08:00:00,2244.779,0.825,809.097,0.278
2016-01-02 08:15:00,2244.779,0.0,809.139,0.042
2016-01-02 08:30:00,2244.787,0.008,809.281,0.142
2016-01-02 08:45:00,2245.576,0.789,809.461,0.18
2016-01-02 09:00:00,2245.658,0.082,809.487,0.026
2016-01-02 09:15:00,2245.789,0.131,810.022,0.535
2016-01-02 09:30:00,2245.874,0.085,810.739,0.717
2016-01-02 09:45:00,2246.279,0.405,810.949,0.21
2016-01-02 10:00:00,2246.279,0.0,810.967,0.018
2016-01-02 10:15:00,2246.938,0.659,811.309,0.342
2016-01-02 10:30:00,2247.039,0.101,811.329,0.02
2016-01-02 10:45:00,2247.219,0.18,811.574,0.245
2016-01-02 11:00:00,2247.246,0.027,811.651,0.077
2016-01-02 11:15:00,2247.328,0.082,811.677,0.026
2016-01-02 11:30:00,2247.34,0.012,811.989,0.312
2016-01-02 11:45:00,2247.34,0.0,812.009,0.02
2016-01-02 12:00:00,2247.34,0.0,812.289,0.28
2016-01-02 12:15:00,2248.061,0.721,812.326,0.037
2016-01-02 12:30:00,2248.068,0.007,812.361,0.035
2016-01-02 12:45:00,2248.511,0.443,812.649,0.288
2016-01-02 13:00:00,2249.109,0.598,813.054,0.405
2016-01-02 13:15:00,2249.112,0.003,813.712,0.658
2016-01-02 13:30:00,2249.459,0.347,813.752,0.04
2016-01-02 13:45:00,2249.658,0.199,814.049,0.297
2016-01-02 14:00:00,2249.712,0.054,814.129,0.08
2016-01-02 14:15:00,2250.129,0.417,814.291,0.162
2016-01-02 14:30:00,2250.685,0.556,814.532,0.241
2016-01-02 14:45:00,2250.729,0.044,814.549,0.017
2016-01-02 15:00:00,2251.139,0.41,814.841,0.292
2016-01-02 15:15:00,2251.557,0.418,814.907,0.066
2016-01-02 15:30:00,2251.788,0.231,814.964,0.057
2016-01-02 15:45:00,2252.756,0.968,815.259,0.295
2016-01-02 16:00:00,2253.346,0.59,815.279,0.02
2016-01-02 16:15:00,2253.539,0.193,815.589,0.31
2016-01-02 16:30:00,2253.539,0.0,815.606,0.017
2016-01-02 16:45:00,2253.542,0.003,815.801,0.195
2016-01-02 17:00:00,2253.549,0.007,815.939,0.138
2016-01-02 17:15:00,2253.549,0.0,815.979,0.04
2016-01-02 17:30:00,2253.549,0.0,816.279,0.3
2016-01-02 17:45:00,2254.029,0.48,816.299,0.02
2016-01-02 18:00:00,2254.369,0.34,816.597,0.298
2016-01-02 18:15:00,2254.369,0.0,816.626,0.029
2016-01-02 18:30:00,2254.392,0.023,816.754,0.128
2016-01-02 18:45:00,2254.571,0.179,816.967,0.213
2016-01-02 19:00:00,2254.748,0.177,816.987,0.02
2016-01-02 19:15:00,2254.768,0.02,817.287,0.3
2016-01-02 19:30:00,2255.248,0.48,817.299,0.012
2016-01-02 19:45:00,2255.248,0.0,817.589,0.29
2016-01-02 20:00:00,2255.404,0.156,817.629,0.04
2016-01-02 20:15:00,2256.292,0.888,817.821,0.192
2016-01-02 20:30:00,2256.34,0.048,817.969,0.148
2016-01-02 20:45:00,2256.34,0.0,817.989,0.02
2016-01-02 21:00:00,2257.006,0.666,818.289,0.3
2016-01-02 21:15:00,2257.289,0.283,818.307,0.018
2016-01-02 21:30:00,2257.289,0.0,818.582,0.275
2016-01-02 21:45:00,2257.972,0.683,818.639,0.057
2016-01-02 22:00:00,2258.1,0.128,818.811,0.172
2016-01-02 22:15:00,2258.112,0.012,818.959,0.148
2016-01-02 22:30:00,2258.34,0.228,819.002,0.043
2016-01-02 22:45:00,2258.342,0.002,819.289,0.287
2016-01-02 23:00:00,2258.529,0.187,819.309,0.02
2016-01-02 23:15:00,2258.529,0.0,819.619,0.31
2016-01-02 23:30:00,2258.529,0.0,819.636,0.017
2016-01-02 23:45:00,2258.609,0.08,819.784,0.148
2016-01-03 00:00:00,2258.619,0.01,820.417,0.633
2016-01-03 00:15:00,2258.76,0.141,821.039,0.622
2016-01-03 00:30:00,2258.972,0.212,821.067,0.028
2016-01-03 00:45:00,2259.279,0.307,821.304,0.237
2016-01-03 01:00:00,2259.292,0.013,821.439,0.135
2016-01-03 01:15:00,2259.639,0.347,821.519,0.08
2016-01-03 01:30:00,2259.648,0.009,821.769,0.25
2016-01-03 01:45:00,2260.012,0.364,821.789,0.02
2016-01-03 02:00:00,2260.02,0.008,822.111,0.322
2016-01-03 02:15:00,2260.278,0.258,822.136,0.025
2016-01-03 02:30:00,2260.398,0.12,822.324,0.188
2016-01-03 02:45:00,2260.782,0.384,822.459,0.135
2016-01-03 03:00:00,2260.794,0.012,822.493,0.034
2016-01-03 03:15:00,2261.148,0.354,822.797,0.304
2016-01-03 03:30:00,2261.281,0.133,822.817,0.02
2016-01-03 03:45:00,2261.559,0.278,823.139,0.322
2016-01-03 04:00:00,2261.979,0.42,823.159,0.02
2016-01-03 04:15:00,2262.516,0.537,823.284,0.125
2016-01-03 04:30:00,2263.424,0.908,823.489,0.205
2016-01-03 04:45:00,2263.898,0.474,823.509,0.02
2016-01-03 05:00:00,2264.555,0.657,823.826,0.317
2016-01-03 05:15:00,2265.34,0.785,823.846,0.02
2016-01-03 05:30:00,2265.492,0.152,824.134,0.288
2016-01-03 05:45:00,2266.434,0.942,824.179,0.045
2016-01-03 06:00:00,2267.158,0.724,824.297,0.118
2016-01-03 06:15:00,2267.674,0.516,824.517,0.22
2016-01-03 06:30:00,2268.459,0.785,824.537,0.02
2016-01-03 06:45:00,2268.654,0.195,824.857,0.32
2016-01-03 07:00:00,2269.546,0.892,824.879,0.022
2016-01-03 07:15:00,2269.719,0.173,825.183,0.304
2016-01-03 07:30:00,2270.293,0.574,825.209,0.026
2016-01-03 07:45:00,2270.704,0.411,825.321,0.112
2016-01-03 08:00:00,2270.828,0.124,825.547,0.226
2016-01-03 08:15:00,2271.244,0.416,825.567,0.02
2016-01-03 08:30:00,2271.389,0.145,825.889,0.322
2016-01-03 08:45:00,2271.568,0.179,825.899,0.01
2016-01-03 09:00:00,2271.613,0.045,826.194,0.295
2016-01-03 09:15:00,2271.979,0.366,826.237,0.043
2016-01-03 09:30:00,2272.299,0.32,826.357,0.12
2016-01-03 09:45:00,2272.301,0.002,826.569,0.212
2016-01-03 10:00:00,2272.408,0.107,826.586,0.017
2016-01-03 10:15:00,2272.408,0.0,826.887,0.301
2016-01-03 10:30:00,2272.629,0.221,826.907,0.02
2016-01-03 10:45:00,2272.629,0.0,827.044,0.137
2016-01-03 11:00:00,2272.879,0.25,827.734,0.69
2016-01-03 11:15:00,2272.881,0.002,828.419,0.685
2016-01-03 11:30:00,2272.929,0.048,828.419,0.0
2016-01-03 11:45:00,2273.139,0.21,828.419,0.0
2016-01-03 12:00:00,2273.52,0.381,828.429,0.01
2016-01-03 12:15:00,2273.694,0.174,828.429,0.0
2016-01-03 12:30:00,2274.078,0.384,828.429,0.0
2016-01-03 12:45:00,2274.229,0.151,828.984,0.555
2016-01-03 13:00:00,2274.328,0.099,829.639,0.655
2016-01-03 13:15:00,2274.578,0.25,829.669,0.03
2016-01-03 13:30:00,2274.59,0.012,829.861,0.192
2016-01-03 13:45:00,2274.739,0.149,830.197,0.336
2016-01-03 14:00:00,2274.809,0.07,830.227,0.03
2016-01-03 14:15:00,2274.833,0.024,830.477,0.25
2016-01-03 14:30:00,2275.02,0.187,830.499,0.022
2016-01-03 14:45:00,2275.251,0.231,830.584,0.085
2016-01-03 15:00:00,2275.324,0.073,830.779,0.195
2016-01-03 15:15:00,2275.988,0.664,830.781,0.002
2016-01-03 15:30:00,2275.998,0.01,830.789,0.008
2016-01-03 15:45:00,2276.35,0.352,830.789,0.0
2016-01-03 16:00:00,2276.673,0.323,830.789,0.0
2016-01-03 16:15:00,2276.751,0.078,830.789,0.0
2016-01-03 16:30:00,2277.626,0.875,830.789,0.0
2016-01-03 16:45:00,2278.148,0.522,830.789,0.0
2016-01-03 17:00:00,2278.327,0.179,830.799,0.01
2016-01-03 17:15:00,2279.244,0.917,830.799,0.0
2016-01-03 17:30:00,2279.529,0.285,830.799,0.0
2016-01-03 17:45:00,2279.619,0.09,831.117,0.318
2016-01-03 18:00:00,2279.658,0.039,831.557,0.44
2016-01-03 18:15:00,2280.277,0.619,831.576,0.019
2016-01-03 18:30:00,2280.328,0.051,831.886,0.31
2016-01-03 18:45:00,2280.639,0.311,831.899,0.013
2016-01-03 19:00:00,2280.756,0.117,832.024,0.125
2016-01-03 19:15:00,2281.231,0.475,832.187,0.163
2016-01-03 19:30:00,2281.238,0.007,832.207,0.02
2016-01-03 19:45:00,2281.609,0.371,832.507,0.3
2016-01-03 20:00:00,2281.649,0.04,832.527,0.02
2016-01-03 20:15:00,2281.959,0.31,832.821,0.294
2016-01-03 20:30:00,2282.328,0.369,832.849,0.028
2016-01-03 20:45:00,2282.506,0.178,832.957,0.108
2016-01-03 21:00:00,2282.529,0.023,833.159,0.202
2016-01-03 21:15:00,2282.862,0.333,833.179,0.02
2016-01-03 21:30:00,2283.237,0.375,833.479,0.3
2016-01-03 21:45:00,2283.426,0.189,833.499,0.02
2016-01-03 22:00:00,2284.119,0.693,833.742,0.243
2016-01-03 22:15:00,2284.6,0.481,833.817,0.075
2016-01-03 22:30:00,2284.807,0.207,833.874,0.057
2016-01-03 22:45:00,2285.022,0.215,834.139,0.265
2016-01-03 23:00:00,2285.279,0.257,834.198,0.059
2016-01-03 23:15:00,2285.289,0.01,834.449,0.251
2016-01-03 23:30:00,2285.289,0.0,834.469,0.02
2016-01-03 23:45:00,2285.309,0.02,834.754,0.285
2016-01-04 00:00:00,2285.488,0.179,834.789,0.035
2016-01-04 00:15:00,2286.048,0.56,834.934,0.145
2016-01-04 00:30:00,2286.254,0.206,835.116,0.182
2016-01-04 00:45:00,2286.539,0.285,835.137,0.021
2016-01-04 01:00:00,2286.539,0.0,835.439,0.302
2016-01-04 01:15:00,2287.1,0.561,835.804,0.365
2016-01-04 01:30:00,2287.1,0.0,836.469,0.665
2016-01-04 01:45:00,2287.264,0.164,836.509,0.04
2016-01-04 02:00:00,2287.52,0.256,836.902,0.393
2016-01-04 02:15:00,2287.939,0.419,836.957,0.055
2016-01-04 02:30:00,2287.957,0.018,837.247,0.29
2016-01-04 02:45:00,2288.469,0.512,837.297,0.05
2016-01-04 03:00:00,2288.469,0.0,837.399,0.102
2016-01-04 03:15:00,2289.049,0.58,837.649,0.25
2016-01-04 03:30:00,2289.061,0.012,837.669,0.02
2016-01-04 03:45:00,2289.539,0.478,838.007,0.338
2016-01-04 04:00:00,2289.895,0.356,838.027,0.02
2016-01-04 04:15:00,2290.805,0.91,83.833,-754.194
2016-01-04 04:30:00,2291.729,0.924,838.379,754.546
2016-01-04 04:45:00,2292.284,0.555,838.544,0.165
2016-01-04 05:00:00,2292.889,0.605,838.739,0.195
2016-01-04 05:15:00,2293.516,0.627,838.787,0.048
2016-01-04 05:30:00,2294.436,0.92,839.089,0.302
2016-01-04 05:45:00,2294.675,0.239,839.107,0.018
2016-01-04 06:00:00,2295.475,0.8,839.439,0.332
2016-01-04 06:15:00,2295.92,0.445,839.459,0.02
2016-01-04 06:30:00,2296.078,0.158,839.744,0.285
2016-01-04 06:45:00,2296.111,0.033,839.817,0.073
2016-01-04 07:00:00,2296.629,0.518,839.924,0.107
2016-01-04 07:15:00,2296.738,0.109,840.131,0.207
2016-01-04 07:30:00,2296.887,0.149,840.149,0.018
2016-01-04 07:45:00,2297.09,0.203,840.459,0.31
2016-01-04 08:00:00,2297.488,0.398,840.479,0.02
2016-01-04 08:15:00,2297.689,0.201,840.784,0.305
2016-01-04 08:30:00,2297.714,0.025,840.809,0.025
2016-01-04 08:45:00,2298.119,0.405,841.065,0.256
2016-01-04 09:00:00,2298.593,0.474,841.139,0.074
2016-01-04 09:15:00,2298.786,0.193,841.227,0.088
2016-01-04 09:30:00,2299.488,0.702,841.499,0.272
2016-01-04 09:45:00,2299.582,0.094,841.517,0.018
2016-01-04 10:00:00,2300.543,0.961,841.819,0.302
2016-01-04 10:15:00,2301.536,0.993,841.839,0.02
2016-01-04 10:30:00,2301.863,0.327,842.114,0.275
2016-01-04 10:45:00,2302.279,0.416,842.784,0.67
2016-01-04 11:00:00,2302.686,0.407,843.337,0.553
2016-01-04 11:15:00,2302.77,0.084,843.359,0.022
2016-01-04 11:30:00,2302.77,0.0,843.594,0.235
2016-01-04 11:45:00,2302.772,0.002,843.719,0.125
2016-01-04 12:00:00,2302.779,0.007,843.777,0.058
2016-01-04 12:15:00,2303.248,0.469,844.029,0.252
2016-01-04 12:30:00,2303.251,0.003,844.049,0.02
2016-01-04 12:45:00,2303.305,0.054,844.296,0.247
2016-01-04 13:00:00,2303.449,0.144,844.349,0.053
2016-01-04 13:15:00,2303.479,0.03,844.369,0.02
2016-01-04 13:30:00,2303.619,0.14,844.839,0.47
2016-01-04 13:45:00,2303.782,0.163,845.541,0.702
2016-01-04 14:00:00,2303.914,0.132,845.737,0.196
2016-01-04 14:15:00,2304.1,0.186,845.749,0.012
2016-01-04 14:30:00,2304.35,0.25,846.067,0.318
2016-01-04 14:45:00,2304.392,0.042,846.086,0.019
2016-01-04 15:00:00,2305.277,0.885,846.136,0.05
2016-01-04 15:15:00,2305.606,0.329,846.386,0.25
2016-01-04 15:30:00,2305.836,0.23,846.407,0.021
2016-01-04 15:45:00,2306.09,0.254,846.632,0.225
2016-01-04 16:00:00,2306.504,0.414,846.719,0.087
2016-01-04 16:15:00,2307.209,0.705,846.737,0.018
2016-01-04 16:30:00,2307.769,0.56,847.029,0.292
2016-01-04 16:45:00,2307.859,0.09,847.047,0.018
2016-01-04 17:00:00,2307.859,0.0,847.341,0.294
2016-01-04 17:15:00,2307.859,0.0,847.359,0.018
2016-01-04 17:30:00,2307.869,0.01,847.417,0.058
2016-01-04 17:45:00,2308.62,0.751,847.677,0.26
2016-01-04 18:00:00,2309.096,0.476,847.689,0.012
2016-01-04 18:15:00,2309.351,0.255,847.984,0.295
2016-01-04 18:30:00,2309.869,0.518,848.009,0.025
2016-01-04 18:45:00,2309.879,0.01,848.132,0.123
2016-01-04 19:00:00,2310.209,0.33,848.326,0.194
2016-01-04 19:15:00,2310.474,0.265,848.339,0.013
2016-01-04 19:30:00,2310.578,0.104,848.629,0.29
2016-01-04 19:45:00,2311.233,0.655,848.651,0.022
2016-01-04 20:00:00,2311.47,0.237,848.837,0.186
2016-01-04 20:15:00,2311.6,0.13,848.979,0.142
2016-01-04 20:30:00,2311.908,0.308,849.113,0.134
2016-01-04 20:45:00,2312.285,0.377,849.289,0.176
2016-01-04 21:00:00,2312.359,0.074,849.307,0.018
2016-01-04 21:15:00,2312.946,0.587,849.644,0.337
2016-01-04 21:30:00,2313.639,0.693,849.667,0.023
2016-01-04 21:45:00,2313.641,0.002,849.811,0.144
2016-01-04 22:00:00,2314.273,0.632,850.007,0.196
2016-01-04 22:15:00,2314.709,0.436,850.027,0.02
2016-01-04 22:30:00,2315.26,0.551,850.346,0.319
2016-01-04 22:45:00,2315.596,0.336,850.359,0.013
2016-01-04 23:00:00,2316.039,0.443,850.594,0.235
2016-01-04 23:15:00,2316.049,0.01,850.699,0.105
2016-01-04 23:30:00,2316.049,0.0,850.764,0.065
2016-01-04 23:45:00,2316.049,0.0,851.039,0.275
2016-01-05 00:00:00,2316.359,0.31,851.059,0.02
2016-01-05 00:15:00,2316.369,0.01,851.439,0.38
2016-01-05 00:30:00,2316.369,0.0,852.152,0.713
2016-01-05 00:45:00,2316.376,0.007,852.439,0.287
2016-01-05 01:00:00,2316.549,0.173,852.459,0.02
2016-01-05 01:15:00,2316.571,0.022,852.846,0.387
2016-01-05 01:30:00,2317.1,0.529,852.861,0.015
2016-01-05 01:45:00,2317.109,0.009,853.174,0.313
2016-01-05 02:00:00,2317.402,0.293,853.207,0.033
2016-01-05 02:15:00,2317.629,0.227,853.316,0.109
2016-01-05 02:30:00,2317.629,0.0,853.559,0.243
2016-01-05 02:45:00,2318.059,0.43,853.579,0.02
2016-01-05 03:00:00,2318.068,0.009,853.879,0.3
2016-01-05 03:15:00,2318.511,0.443,853.899,0.02
2016-01-05 03:30:00,2318.578,0.067,854.092,0.193
2016-01-05 03:45:00,2318.822,0.244,854.229,0.137
2016-01-05 04:00:00,2318.996,0.174,854.279,0.05
2016-01-05 04:15:00,2319.773,0.777,854.567,0.288
2016-01-05 04:30:00,2320.693,0.92,854.586,0.019
2016-01-05 04:45:00,2321.469,0.776,854.899,0.313
2016-01-05 05:00:00,2322.116,0.647,854.919,0.02
2016-01-05 05:15:00,2322.722,0.606,855.141,0.222
2016-01-05 05:30:00,2323.557,0.835,855.249,0.108
2016-01-05 05:45:00,2324.577,1.02,855.285,0.036
2016-01-05 06:00:00,2325.559,0.982,855.579,0.294
2016-01-05 06:15:00,2325.828,0.269,855.599,0.02
2016-01-05 06:30:00,2325.871,0.043,855.909,0.31
2016-01-05 06:45:00,2326.449,0.578,855.937,0.028
2016-01-05 07:00:00,2326.479,0.03,856.117,0.18
2016-01-05 07:15:00,2327.26,0.781,856.269,0.152
2016-01-05 07:30:00,2327.42,0.16,856.312,0.043
2016-01-05 07:45:00,2327.42,0.0,856.606,0.294
2016-01-05 08:00:00,2328.129,0.709,856.619,0.013
2016-01-05 08:15:00,2328.17,0.041,856.931,0.312
2016-01-05 08:30:00,2328.459,0.289,856.949,0.018
2016-01-05 08:45:00,2328.64,0.181,857.134,0.185
2016-01-05 09:00:00,2329.262,0.622,857.279,0.145
2016-01-05 09:15:00,2329.792,0.53,857.314,0.035
2016-01-05 09:30:00,2329.799,0.007,857.599,0.285
2016-01-05 09:45:00,2329.799,0.0,857.619,0.02
2016-01-05 10:00:00,2330.02,0.221,857.934,0.315
2016-01-05 10:15:00,2330.191,0.171,858.629,0.695
2016-01-05 10:30:00,2330.328,0.137,859.207,0.578
2016-01-05 10:45:00,2330.328,0.0,859.229,0.022
2016-01-05 11:00:00,2330.709,0.381,859.357,0.128
2016-01-05 11:15:00,2330.709,0.0,859.581,0.224
2016-01-05 11:30:00,2330.719,0.01,859.599,0.018
2016-01-05 11:45:00,2330.719,0.0,859.897,0.298
2016-01-05 12:00:00,2330.719,0.0,859.909,0.012
2016-01-05 12:15:00,2331.556,0.837,859.989,0.08
2016-01-05 12:30:00,2332.164,0.608,860.209,0.22
2016-01-05 12:45:00,2332.219,0.055,860.229,0.02
2016-01-05 13:00:00,2332.317,0.098,860.459,0.23
2016-01-05 13:15:00,2332.52,0.203,860.509,0.05
2016-01-05 13:30:00,2332.52,0.0,860.529,0.02
2016-01-05 13:45:00,2332.651,0.131,860.789,0.26
2016-01-05 14:00:00,2332.719,0.068,860.809,0.02
2016-01-05 14:15:00,2332.889,0.17,860.935,0.126
2016-01-05 14:30:00,2332.898,0.009,861.099,0.164
2016-01-05 14:45:00,2333.068,0.17,861.119,0.02
2016-01-05 15:00:00,2333.266,0.198,861.399,0.28
2016-01-05 15:15:00,2333.459,0.193,861.419,0.02
2016-01-05 15:30:00,2333.738,0.279,861.497,0.078
2016-01-05 15:45:00,2333.796,0.058,861.719,0.222
2016-01-05 16:00:00,2334.078,0.282,861.739,0.02
2016-01-05 16:15:00,2334.662,0.584,862.001,0.262
2016-01-05 16:30:00,2335.526,0.864,862.047,0.046
2016-01-05 16:45:00,2335.609,0.083,862.101,0.054
2016-01-05 17:00:00,2335.609,0.0,862.349,0.248
2016-01-05 17:15:00,2335.619,0.01,862.369,0.02
2016-01-05 17:30:00,2335.619,0.0,862.657,0.288
2016-01-05 17:45:00,2336.18,0.561,862.669,0.012
2016-01-05 18:00:00,2336.359,0.179,862.801,0.132
2016-01-05 18:15:00,2336.409,0.05,862.979,0.178
2016-01-05 18:30:00,2337.1,0.691,862.999,0.02
2016-01-05 18:45:00,2337.436,0.336,863.387,0.388
2016-01-05 19:00:00,2338.324,0.888,864.117,0.73
2016-01-05 19:15:00,2338.77,0.446,864.359,0.242
2016-01-05 19:30:00,2339.434,0.664,864.379,0.02
2016-01-05 19:45:00,2339.738,0.304,864.689,0.31
2016-01-05 20:00:00,2339.943,0.205,864.737,0.048
