budget,livingArea,personCount,pvModel_maxPVCount,pvModel_pvPrice,pvModel_modulePVkWp,pvModel_roofAngle,pvModel_roofLength,pvModel_roofWidth,pvModel_pvModuleLength,pvModel_pvModuleWidth,batteryModel_maxBatteryCount,batteryModel_batteryPrice,batteryModel_batteryCapacity,batteryModel_batteryChargeRate,batteryModel_batteryDischargeRate,batteryModel_batteryEfficiency,batteryModel_batteryDegradation,heatPumpModel_heatPumpActivated,EVModel_hasEV,strategy,pvCount,batteryCount
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,1,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,1,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,1,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,1,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,1,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,1,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,1,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,2,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,2,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,2,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,2,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,2,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,2,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,2,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,2,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,2,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,2,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,2,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,3,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,3,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,3,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,3,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,3,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,3,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,3,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,3,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,3,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,3,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,3,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,4,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,4,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,4,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,4,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,4,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,4,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,4,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,4,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,4,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,4,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,4,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,5,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,5,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,5,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,5,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,5,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,5,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,5,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,5,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,5,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,5,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,5,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,6,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,6,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,6,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,6,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,6,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,6,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,6,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,6,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,6,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,6,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,6,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,7,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,7,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,7,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,7,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,7,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,7,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,7,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,7,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,7,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,7,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,7,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,8,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,8,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,8,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,8,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,8,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,8,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,8,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,8,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,8,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,8,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,8,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,9,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,9,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,9,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,9,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,9,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,9,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,9,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,9,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,9,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,9,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,9,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,10,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,10,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,10,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,10,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,10,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,10,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,10,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,10,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,10,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,10,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,0,10,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,0,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,0,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,0,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,0,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,0,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,0,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,0,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,0,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,0,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,0,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,0,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,1,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,1,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,1,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,1,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,1,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,1,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,1,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,1,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,1,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,1,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,1,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,2,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,2,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,2,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,2,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,2,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,2,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,2,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,2,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,2,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,2,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,2,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,3,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,3,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,3,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,3,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,3,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,3,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,3,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,3,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,3,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,3,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,3,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,4,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,4,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,4,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,4,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,4,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,4,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,4,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,4,7
