budget,livingArea,personCount,pvModel_maxPVCount,pvModel_pvPrice,pvModel_modulePVkWp,pvModel_roofAngle,pvModel_roofLength,pvModel_roofWidth,pvModel_pvModuleLength,pvModel_pvModuleWidth,batteryModel_maxBatteryCount,batteryModel_batteryPrice,batteryModel_batteryCapacity,batteryModel_batteryChargeRate,batteryModel_batteryDischargeRate,batteryModel_batteryEfficiency,batteryModel_batteryDegradation,heatPumpModel_heatPumpActivated,EVModel_hasEV,strategy,pvCount,batteryCount
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,4,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,4,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,4,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,5,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,5,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,5,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,5,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,5,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,5,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,5,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,5,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,5,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,5,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,5,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,6,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,6,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,6,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,6,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,6,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,6,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,6,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,6,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,6,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,6,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,6,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,7,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,7,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,7,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,7,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,7,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,7,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,7,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,7,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,7,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,7,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,7,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,8,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,8,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,8,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,8,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,8,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,8,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,8,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,8,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,8,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,8,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,8,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,9,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,9,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,9,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,9,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,9,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,9,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,9,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,9,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,9,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,9,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,9,10
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,10,0
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,10,1
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,10,2
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,10,3
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,10,4
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,10,5
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,10,6
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,10,7
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,10,8
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,10,9
50000.0,47.5,2,10,100.0,0.44,30.0,10.0,10.0,1.134,1.762,10,3000.0,5.0,0.5,0.5,0.98,0.001,True,False,1,10,10
